title,price,sold_date,graded,grader,grade,auction,best_offer,shipping,seller,condition,item_url,image_url
1993 Pinnacle 1st Round Draft Pick Derek Jeter #457 Rookie RC HOF,$7.00,"Sold Mar 10, 2026",N,,,Y,N,$4.99,comc_consignment,New,https://www.ebay.com/itm/336470866266,https://i.ebayimg.com/images/g/Q58AAeSwi3ppruw9/s-l500.webp
1993 Score Pinnacle Derek Jeter #457 1st Round Draft Pick (RC),$8.00,"Sold Mar 10, 2026",N,,,Y,N,$2.00,jdubskicksandcards,New,https://www.ebay.com/itm/206114523458,https://i.ebayimg.com/images/g/Y9IAAeSwgvxpqnVb/s-l500.webp
1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC) SGC 9 Yankees Star,$45.00,"Sold Mar 9, 2026",Y,SGC,9,N,N,$5.07,jmoney05,New,https://www.ebay.com/itm/198164694850,https://i.ebayimg.com/images/g/I-cAAeSwCoZprN9T/s-l500.webp
1993 Pinnacle Derek Jeter RC #457 PSA 8 NM-MT,$26.00,"Sold Mar 9, 2026",Y,PSA,8,Y,N,$5.85,emilie01-0539,New,https://www.ebay.com/itm/327026012428,https://i.ebayimg.com/images/g/AdMAAeSwTRJppd8e/s-l500.webp
1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),$10.00,"Sold Mar 9, 2026",N,,,N,N,$5.07,puterdude_1,New,https://www.ebay.com/itm/147065425816,https://i.ebayimg.com/images/g/BtwAAeSweq9pVbLG/s-l500.webp
1993 Pinnacle #457 Derek Jeter ROOKIE Card Iconic RC YANKEES,$12.99,"Sold Mar 8, 2026",N,,,N,Y,$1.32,jbhofautos,New,https://www.ebay.com/itm/306807129966,https://i.ebayimg.com/images/g/AVYAAeSw2KtpqxhK/s-l500.webp
1993 Pinnacle 1st Round Draft Pick PSA 8 Derek Jeter Rookie Card #457,$20.50,"Sold Mar 8, 2026",Y,PSA,8,Y,N,$5.20,celtgirl13,New,https://www.ebay.com/itm/306797713361,https://i.ebayimg.com/images/g/-AcAAeSwmsdppIjv/s-l500.webp
1993 Pinnacle 1st Round Draft Pick Derek Jeter #457 Rookie RC HOF,$6.61,"Sold Mar 8, 2026",N,,,Y,N,$4.99,comc_consignment,New,https://www.ebay.com/itm/257382717879,https://i.ebayimg.com/images/g/dCUAAeSwuFlpogva/s-l500.webp
1993 Pinnacle Derek Jeter 1st Round Draft Pick #457 New York Yankees Baseball,$14.00,"Sold Mar 8, 2026",N,,,N,Y,$1.32,smartdogwalking,New,https://www.ebay.com/itm/168200500638,https://i.ebayimg.com/images/g/dj8AAeSw3uJppfJi/s-l500.webp
1993 Pinnacle #457 Derek Jeter,$4.00,"Sold Mar 8, 2026",N,,,Y,N,$1.25,cardsharksatlanta,New,https://www.ebay.com/itm/157723402829,https://i.ebayimg.com/images/g/izsAAeSwm0Bpp082/s-l500.webp
1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),$15.50,"Sold Mar 8, 2026",N,,,Y,N,$5.20,cove508,New,https://www.ebay.com/itm/198147209432,https://i.ebayimg.com/images/g/li4AAeSww4BppKjd/s-l500.webp
1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),$10.00,"Sold Mar 8, 2026",N,,,N,N,$5.00,opo-21,New,https://www.ebay.com/itm/147190370630,https://i.ebayimg.com/images/g/sSQAAeSwzNJprDve/s-l500.webp
Derek Jeter 1993 Pinnacle 1st Round RC Rookie #457 PSA 8 Yankees,$35.00,"Sold Mar 8, 2026",Y,PSA,8,N,N,$0.00,j_lcollectibles,New,https://www.ebay.com/itm/177843387437,https://i.ebayimg.com/images/g/5h8AAeSwaBNo3yhT/s-l500.webp
DEREK JETER 1993 PINNACLE #457 ROOKIE RC PSA 9 MINT ✨,$39.99,"Sold Mar 7, 2026",Y,PSA,9,N,N,$7.95,theserenityshoppingdepot,New,https://www.ebay.com/itm/167651245339,https://i.ebayimg.com/images/g/6AQAAeSw585oc83w/s-l500.webp
1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),$700.00,"Sold Mar 7, 2026",N,,,N,N,$5.52,damil-9648,New,https://www.ebay.com/itm/188114457560,https://i.ebayimg.com/images/g/yHoAAeSwXH1ppijl/s-l500.webp
1993 Pinnacle 1st Round Draft Pick Derek Jeter #457 Rookie RC HOF,$3.25,"Sold Mar 7, 2026",N,,,Y,N,$4.99,comc_consignment,New,https://www.ebay.com/itm/236657402643,https://i.ebayimg.com/images/g/4twAAeSw615poNmi/s-l500.webp
1993 Pinnacle 1st Round Draft Pick Derek Jeter #457 SGC 6 Rookie RC HOF,$30.00,"Sold Mar 7, 2026",Y,SGC,6,Y,N,$4.99,comc_consignment,New,https://www.ebay.com/itm/236664629398,https://i.ebayimg.com/images/g/GEgAAeSwJGVppc7t/s-l500.webp
1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),$80.00,"Sold Mar 7, 2026",N,,,Y,N,$7.00,yal_3722,New,https://www.ebay.com/itm/397660489856,https://i.ebayimg.com/images/g/D3AAAeSwhD1pV~4G/s-l500.webp
1993 Pinnacle #457 Derek Jeter Rookie E1,$10.99,"Sold Mar 6, 2026",N,,,N,Y,$0.00,jawasjunkyard,New,https://www.ebay.com/itm/227193449690,https://i.ebayimg.com/images/g/VS0AAeSwtElpeuUm/s-l500.webp
1993 Pinnacle Baseball DEREK JETER #437 1st Round Draft Pick Yankees,$9.99,"Sold Mar 6, 2026",N,,,N,N,$5.45,sportscardsfanatic4,New,https://www.ebay.com/itm/336464020620,https://i.ebayimg.com/images/g/zFYAAeSw~ZZpqNkM/s-l500.webp
Pinnacle 1993 Derek Jeter 1st Round Draft Pick #457 New York Yankees Baseball,$5.50,"Sold Mar 6, 2026",N,,,Y,N,$1.32,et_49077,New,https://www.ebay.com/itm/336455582261,https://i.ebayimg.com/images/g/dMkAAeSwZ9RpogyF/s-l500.webp
1993 Pinnacle 1st Round Draft Pick Derek Jeter #457 (RC) Beckett 9.5,$225.00,"Sold Mar 6, 2026",N,,,Y,N,$5.52,je_590578,New,https://www.ebay.com/itm/206111368832,https://i.ebayimg.com/images/g/PXgAAeSwMD1pqL86/s-l500.webp
Derek Jeter 1993 Score Pinnacle ROOKIE #457 Yankees NRMT,$15.00,"Sold Mar 5, 2026",N,,,N,N,$1.32,thehsethatruthbult,New,https://www.ebay.com/itm/236610409571,https://i.ebayimg.com/images/g/PMMAAeSw2E9peBk6/s-l500.webp
1993 Pinnacle #457 Derek Jeter ROOKIE RC YANKEES,$10.50,"Sold Mar 5, 2026",N,,,Y,N,$5.75,hoodyscollectibles,New,https://www.ebay.com/itm/147174012753,https://i.ebayimg.com/images/g/~0kAAeSw~AJpoHba/s-l500.webp
1993 Topps - Draft Pick Derek Jeter #98 (RC) Yankees Centered - Mint,$50.00,"Sold Mar 5, 2026",N,,,N,N,$2.00,dano331,New,https://www.ebay.com/itm/377000952165,https://i.ebayimg.com/images/g/sk8AAeSwrUhppEiu/s-l500.webp
DEREK JETER 1993 PINNACLE #457 ROOKIE RC PSA 9 MINT ✨,$55.00,"Sold Mar 5, 2026",Y,PSA,9,N,N,$7.95,theserenityshoppingdepot,New,https://www.ebay.com/itm/167651245341,https://i.ebayimg.com/images/g/ai8AAeSw3Cdoc8zP/s-l500.webp
1993 Score Pinnacle #457 Derek Jeter RC Rookie,$5.50,"Sold Mar 4, 2026",N,,,Y,N,$5.99,sportcardauctionscom,New,https://www.ebay.com/itm/206091480936,https://i.ebayimg.com/images/g/ZdcAAeSwBoFpnc1b/s-l500.webp
113799290 Derek Jeter 1993 Pinnacle #457 Rookie RC PSA 9,$48.88,"Sold Mar 4, 2026",Y,PSA,9,Y,N,$5.50,pc_sportscards,New,https://www.ebay.com/itm/157708663351,https://i.ebayimg.com/images/g/n90AAeSweSRpn1hz/s-l500.webp
1993 Pinnacle #457 Derek Jeter New YOrk Yankees RC Rookie HOF BGS 8 NM-MT,$21.00,"Sold Mar 4, 2026",Y,BGS,8,Y,N,$5.50,probstein123,New,https://www.ebay.com/itm/376992268052,https://i.ebayimg.com/images/g/wB8AAeSwcttpn5kb/s-l500.webp
Derek Jeter 1993 Pinnacle #457 Rookie RC,$6.50,"Sold Mar 4, 2026",N,,,Y,N,$5.50,pc_sportscards,New,https://www.ebay.com/itm/157708663537,https://i.ebayimg.com/images/g/O~sAAeSwJEJpn1Ml/s-l500.webp
1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),$12.00,"Sold Mar 4, 2026",N,,,N,N,$1.32,kuuboom,New,https://www.ebay.com/itm/236657881865,https://i.ebayimg.com/images/g/dkUAAeSwayhpoSLV/s-l500.webp
"Derek Jeter 1993 Pinnacle #457 New York Yankees PSA Graded Near Mint-Mint+ ""8.5""",$34.99,"Sold Mar 4, 2026",Y,PSA,8.5,N,N,$4.99,allstarrules,New,https://www.ebay.com/itm/224758983951,https://i.ebayimg.com/images/g/-S8AAeSw61JpVvvE/s-l500.webp
1993 Score: #457 Derek Jeter 1st Round DP RC NM-MT OR BETTER,$9.25,"Sold Mar 3, 2026",N,,,Y,N,$4.95,gregmorrismodern,New,https://www.ebay.com/itm/366218459919,https://i.ebayimg.com/images/g/1lwAAeSwEjFpmg5I/s-l500.webp
1993 Pinnacle Baseball 1st Round Draft Pick Derek Jeter #457 (RC) Yankees Rookie,$13.50,"Sold Mar 2, 2026",N,,,N,N,$1.25,hocrew89,New,https://www.ebay.com/itm/177559572368,https://i.ebayimg.com/images/g/mgEAAeSwUTtpD~Js/s-l500.webp
Derek Jeter Rookie Card 1993 Pinnacle #457 PSA 9 MINT,$50.00,"Sold Mar 2, 2026",Y,PSA,9,N,Y,$0.00,adam_107,New,https://www.ebay.com/itm/275625361248,https://i.ebayimg.com/images/g/mswAAOSwgSZjxFmT/s-l500.webp
1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC) PSA 9 Mint,$49.00,"Sold Mar 2, 2026",Y,PSA,9,Y,N,$5.99,pappas8622,New,https://www.ebay.com/itm/188088855728,https://i.ebayimg.com/images/g/KRcAAeSwb-FpnLx-/s-l500.webp
1993 Pinnacle Derek Jeter RC PSA 7,$15.00,"Sold Mar 2, 2026",Y,PSA,7,Y,N,$5.00,sepa449,New,https://www.ebay.com/itm/298060357368,https://i.ebayimg.com/images/g/l4YAAeSw6~hpnNpb/s-l500.webp
1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),$10.50,"Sold Mar 1, 2026",N,,,Y,N,$1.32,kotarac,New,https://www.ebay.com/itm/127699770939,https://i.ebayimg.com/images/g/ZUcAAeSwws5pm7BP/s-l500.webp
1993 Pinnacle #457 1st Round Draft Pick Derek Jeter Rookie Card SGC-9 Mint,$30.74,"Sold Mar 1, 2026",Y,SGC,9,Y,N,$5.00,abcollectibles1775,New,https://www.ebay.com/itm/317911049482,https://i.ebayimg.com/images/g/2VMAAeSwV0hpmvKC/s-l500.webp
1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),$9.50,"Sold Mar 1, 2026",N,,,Y,N,$1.00,michaebradle_54,New,https://www.ebay.com/itm/298057237461,https://i.ebayimg.com/images/g/kE8AAeSwKBBpm4b6/s-l500.webp
1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),$11.90,"Sold Mar 1, 2026",N,,,N,N,$1.32,grandadsplace,New,https://www.ebay.com/itm/397655092324,https://i.ebayimg.com/images/g/GQgAAeSwZ15poOkj/s-l500.webp
1993 Pinnacle #457 Derek Jeter RC,$21.86,"Sold Dec 27, 2025",N,,,N,Y,$1.46,sportzcards2025,New,https://www.ebay.com/itm/167735168418,https://i.ebayimg.com/images/g/NNkAAeSwvL9oqJcT/s-l500.webp
1993 Pinnacle #457 Derek Jeter RC Rookie NM New York Yankees HOF *218,$8.00,"Sold Mar 1, 2026",N,,,N,Y,$1.32,,New,https://www.ebay.com/itm/227226648189,https://i.ebayimg.com/images/g/eIYAAeSwVptpmhGc/s-l500.webp
DEREK JETER Rookie RC - 1993 Pinnacle #457 - 1st Round Draft Pick - Yankees,$9.99,"Sold Mar 1, 2026",N,,,N,N,$1.32,wendcollec0,New,https://www.ebay.com/itm/188042938060,https://i.ebayimg.com/images/g/WrAAAeSwy5JpikNE/s-l500.webp
1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),$9.50,"Sold Mar 1, 2026",N,,,N,N,$0.00,aquakupo,New,https://www.ebay.com/itm/267590238873,https://i.ebayimg.com/images/g/CHwAAeSw9cNpo8kp/s-l500.webp
2 Card Lot 1993 Pinnacle Derek Jeter #457 RC Yankees Rookie Card NM-MT,$15.50,"Sold Feb 28, 2026",N,,,Y,N,$3.99,newyorksports33,New,https://www.ebay.com/itm/147165482956,https://i.ebayimg.com/images/g/Zk4AAeSwHB9pmf2w/s-l500.webp
1993 Pinnacle Derek Jeter Rookie RC #457 Yankees,$7.52,"Sold Feb 28, 2026",N,,,Y,N,$4.99,dcsports87,New,https://www.ebay.com/itm/127701165494,https://i.ebayimg.com/images/g/ATgAAeSwKpxpnLvr/s-l500.webp
1993 Pinnacle # 457 Derek Jeter NM-MT or Better,$16.61,"Sold Feb 28, 2026",N,,,Y,N,$0.00,jgwilliamson8,New,https://www.ebay.com/itm/327012619831,https://i.ebayimg.com/images/g/MYkAAeSwAiNpmiZe/s-l500.webp
1993 Pinnacle Baseball Draft Pick Rookie #457 Derek Jeter RC SGC 92 NM/MT+ 8.5,$16.51,"Sold Feb 26, 2026",Y,SGC,8.5,Y,N,$5.00,tntnorthnj,New,https://www.ebay.com/itm/366211571586,https://i.ebayimg.com/images/g/r5wAAeSw3pVpli9R/s-l500.webp
1993 Pinnacle #457 Derek Jeter Rookie E1,$10.99,"Sold Feb 26, 2026",N,,,N,Y,$0.00,jawasjunkyard,New,https://www.ebay.com/itm/227196107062,https://i.ebayimg.com/images/g/G7YAAeSw3zdpfXCn/s-l500.webp
1993 Pinnacle #457 Derek Jeter RC Rookie PSA 8 NM-MT 03547561,$20.00,"Sold Feb 26, 2026",Y,PSA,8,Y,N,$0.00,sports-cards-forever,New,https://www.ebay.com/itm/267582886823,https://i.ebayimg.com/images/g/3KYAAeSwJFVpmlXY/s-l500.webp
Derek Jeter 1993 Pinnacle #457 New York Yankees PSA Graded Near Mint-Mint 8 HOF,$29.99,"Sold Feb 26, 2026",Y,PSA,8,N,N,$4.99,allstarrules,New,https://www.ebay.com/itm/224758981243,https://i.ebayimg.com/images/g/w4MAAeSwFQxpkOg9/s-l500.webp
1993 Pinnacle #457 Derek Jeter Rookie,$9.99,"Sold Feb 26, 2026",N,,,N,N,$1.32,fullhousesportscards,New,https://www.ebay.com/itm/257356296309,https://i.ebayimg.com/images/g/MKAAAeSwgiJpjS-o/s-l500.webp
1993 Pinnacle #457 Derek Jeter RC,$9.00,"Sold Feb 25, 2026",N,,,N,Y,$1.50,coschl46,New,https://www.ebay.com/itm/406680222875,https://i.ebayimg.com/images/g/YUYAAeSwzFhph~4u/s-l500.webp
1993 Score- Pinnacle: 1st Round Draft Pick Derek Jeter Card #457,$8.50,"Sold Feb 25, 2026",N,,,N,Y,$1.32,natescards88,New,https://www.ebay.com/itm/287159949299,https://i.ebayimg.com/images/g/W3cAAeSwm4BplSXS/s-l500.webp
1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),$9.90,"Sold Feb 25, 2026",N,,,N,N,$1.32,grandadsplace,New,https://www.ebay.com/itm/397650137709,https://i.ebayimg.com/images/g/jnkAAeSwsh9pn5Cb/s-l500.webp
1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC) NY Yankees,$5.95,"Sold Feb 25, 2026",N,,,N,N,$5.77,richzmn8,New,https://www.ebay.com/itm/336436207275,https://i.ebayimg.com/images/g/LSIAAeSwN6dpkXUq/s-l500.webp
1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 Rookie NM Ungraded HOF MLB,$10.99,"Sold Feb 25, 2026",N,,,N,N,$1.75,the_cardbutler,New,https://www.ebay.com/itm/227195929061,https://i.ebayimg.com/images/g/ypoAAeSwAUhpfUcw/s-l500.webp
1993 Pinnacle #457 Derek Jeter New York Yankees RC HOF MINT NO RESERVE!,$13.50,"Sold Feb 25, 2026",N,,,Y,N,$1.50,cw-valuecards,New,https://www.ebay.com/itm/188072564567,https://i.ebayimg.com/images/g/b94AAeSwpCVpllEh/s-l500.webp
DEREK JETER 1993 PINNACLE 1st ROUND DRAFT PICK ROOKIE CARD #457 N.Y. YANKEES,$9.99,"Sold Feb 25, 2026",N,,,N,N,$1.00,ronkar88,New,https://www.ebay.com/itm/188075865263,https://i.ebayimg.com/images/g/gSYAAeSw8nxpl6uS/s-l500.webp
1993 PINNACLE #457 DEREK JETER PSA 10 81359726,$699.99,"Sold Feb 25, 2026",Y,PSA,10,N,N,$0.00,amerlegends,New,https://www.ebay.com/itm/147137031810,https://i.ebayimg.com/images/g/bpkAAeSwpf9pg7CE/s-l500.webp
1993 PINNACLE DEREK JETER ROOKIE (RC) #457 PSA 9! (NEW PSA LABEL!),$57.99,"Sold Feb 24, 2026",Y,PSA,9,N,N,$4.77,ingselect,New,https://www.ebay.com/itm/157693797997,https://i.ebayimg.com/images/g/9-wAAeSwJPdpl5Yg/s-l500.webp
1993 Pinnacle #457 Derek Jeter New York Yankees RC Rookie HOF,$9.99,"Sold Feb 24, 2026",N,,,N,Y,$0.00,jel_sports_cards,New,https://www.ebay.com/itm/147168889089,https://i.ebayimg.com/images/g/6QEAAeSw2bppmHVM/s-l500.webp
1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),$1.00,"Sold Feb 23, 2026",N,,,Y,N,$4.88,gpfirstcoastcards,New,https://www.ebay.com/itm/206074485334,https://i.ebayimg.com/images/g/6BoAAeSwP9hpk0w6/s-l500.webp
1993 Pinnacle 1st Round Draft Pick Derek Jeter #457 Rookie RC HOF,$11.04,"Sold Feb 23, 2026",N,,,Y,N,$4.99,comc_consignment,New,https://www.ebay.com/itm/336448687029,https://i.ebayimg.com/images/g/pIcAAeSwm2ZpnHdN/s-l500.webp
1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),$5.99,"Sold Feb 23, 2026",N,,,N,N,$1.32,collectors-pitstop,New,https://www.ebay.com/itm/157701168354,https://i.ebayimg.com/images/g/EkAAAeSwsaBphBFo/s-l500.webp
1993 Pinnacle #457 Derek Jeter New York Yankees RC Rookie HOF,$9.99,"Sold Feb 23, 2026",N,,,N,Y,$0.00,jel_sports_cards,New,https://www.ebay.com/itm/137054993791,https://i.ebayimg.com/images/g/6QEAAeSw2bppmHVM/s-l500.webp
1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),$9.45,"Sold Feb 22, 2026",N,,,N,N,$1.32,tc_classic_cardboard,New,https://www.ebay.com/itm/366185939187,https://i.ebayimg.com/images/g/bxEAAeSwzotpiMyq/s-l500.webp
1993 Pinnacle Rookie 1st Round Draft Pick Derek Jeter #457 New York Yankees MLB,$6.75,"Sold Feb 22, 2026",N,,,N,Y,$1.32,jacobephillips,New,https://www.ebay.com/itm/358248269793,https://i.ebayimg.com/images/g/dwQAAeSwtchpm5-U/s-l500.webp
1993 Pinnacle Derek Jeter #457 BGS 8.5 RC Rookie HOF YANKEES,$19.99,"Sold Feb 22, 2026",Y,BGS,8.5,Y,N,$5.99,koollector4,New,https://www.ebay.com/itm/267577425973,https://i.ebayimg.com/images/g/E10AAeSw-PppheMn/s-l500.webp
1993 Pinnacle - 1st Round Draft Pick #457 Derek Jeter Yankees,$9.00,"Sold Feb 22, 2026",N,,,N,N,$1.00,germanb95,New,https://www.ebay.com/itm/188079179850,https://i.ebayimg.com/images/g/kp0AAeSw88xpmOlH/s-l500.webp
1993 Pinnacle - 1st Round Draft Pick #457 Derek Jeter (RC) graded PSA 9 mint,$62.00,"Sold Feb 22, 2026",Y,PSA,9,N,Y,$4.44,wayne1917robert,New,https://www.ebay.com/itm/135243587840,https://i.ebayimg.com/images/g/hx4AAOSwz3lm4mVG/s-l500.webp
1993 Pinnacle 1st Round Derek Jeter #457,$20.01,"Sold Feb 22, 2026",N,,,Y,N,$5.07,la-601475,New,https://www.ebay.com/itm/397629372247,https://i.ebayimg.com/images/g/7CoAAeSwkI1pl4Pl/s-l500.webp
1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),$11.00,"Sold Feb 22, 2026",N,,,Y,N,$1.32,nutbag2211,New,https://www.ebay.com/itm/358221843332,https://i.ebayimg.com/images/g/ekAAAeSw1bxpkj4m/s-l500.webp
1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC) FREE SHIPPING,$5.99,"Sold Feb 22, 2026",N,,,N,Y,$0.00,kramersbox,New,https://www.ebay.com/itm/188009773217,https://i.ebayimg.com/images/g/ULIAAeSwz0NpfRLn/s-l500.webp
1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC) FREE SHIPPING,$9.50,"Sold Feb 22, 2026",N,,,Y,N,$0.00,melissasantos2207,New,https://www.ebay.com/itm/177866187730,https://i.ebayimg.com/images/g/XecAAeSwPNNpkjrz/s-l500.webp
1993 Pinnacle Derek Jeter Rookie RC #457 Yankees Graded Arena Club 8,$12.45,"Sold Feb 21, 2026",N,,,Y,N,$5.85,ray910,New,https://www.ebay.com/itm/137038466939,https://i.ebayimg.com/images/g/DuYAAeSwxvxpjm0Q/s-l500.webp
1993 Pinnacle #457 Derek Jeter,$9.50,"Sold Feb 21, 2026",N,,,N,N,$1.50,tofer26,New,https://www.ebay.com/itm/137019489766,https://i.ebayimg.com/images/g/TeYAAeSwPu1phoXO/s-l500.webp
1993 Pinnacle - 1st Round Draft Pick #457 Derek Jeter Yankees,$9.00,"Sold Feb 20, 2026",N,,,N,N,$1.00,germanb95,New,https://www.ebay.com/itm/188068480325,https://i.ebayimg.com/images/g/S~cAAeSwxGNplKRA/s-l500.webp
1993 Pinnacle #457 Derek Jeter New York Yankees RC Rookie HOF,$9.99,"Sold Feb 19, 2026",N,,,N,Y,$0.00,jel_sports_cards,New,https://www.ebay.com/itm/137042220419,https://i.ebayimg.com/images/g/rfQAAeSwEYJpkyrH/s-l500.webp
1993 Pinnacle Derek Jeter Rookie RC #457 Yankees,$8.50,"Sold Feb 19, 2026",N,,,Y,N,$4.99,dcsports87,New,https://www.ebay.com/itm/376964736225,https://i.ebayimg.com/images/g/Lf4AAeSwr75pkNNi/s-l500.webp
1993 Pinnacle Derek Jeter #457 PSA 9 Rookie 1st Round Draft Pick Yankees,$55.00,"Sold Feb 19, 2026",Y,PSA,9,N,N,$3.00,tballhead,New,https://www.ebay.com/itm/188072394510,https://i.ebayimg.com/images/g/SzQAAeSwx-1pljwk/s-l500.webp
Derek Jeter 1993 Pinnacle #457 Rookie New York Yankees,$14.99,"Sold Feb 18, 2026",N,,,N,Y,$1.32,edge-6323,New,https://www.ebay.com/itm/358183162843,https://i.ebayimg.com/images/g/Dq8AAeSwUy9pgVHO/s-l500.webp
1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),$9.45,"Sold Feb 17, 2026",N,,,N,Y,$1.32,tc_classic_cardboard,New,https://www.ebay.com/itm/366185929066,https://i.ebayimg.com/images/g/-j0AAeSwJilpiMuE/s-l500.webp
1993 Pinnacle #457 Derek Jeter Rookie (RC) Draft Pick SGC 9 Mint!!,$31.00,"Sold Feb 17, 2026",Y,SGC,9,Y,N,$5.99,gotbaseballcards,New,https://www.ebay.com/itm/397589642491,https://i.ebayimg.com/images/g/IDAAAeSwV2dpijn0/s-l500.webp
1993 Derek Jeter Pinnacle Rookie Card #457 - Very Nice!,$19.99,"Sold Feb 17, 2026",N,,,N,N,$5.07,ripdingers,New,https://www.ebay.com/itm/225516452479,https://i.ebayimg.com/images/g/3koAAOSwvmFggauL/s-l500.webp
1993 Pinnacle - 1st Round Draft Pick #457 Derek Jeter Yankees,$9.00,"Sold Feb 16, 2026",N,,,N,N,$1.00,germanb95,New,https://www.ebay.com/itm/188066205802,https://i.ebayimg.com/images/g/aEkAAeSwSdFpk7R7/s-l500.webp
1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),$3.99,"Sold Feb 16, 2026",N,,,Y,N,$1.32,jendyl55,New,https://www.ebay.com/itm/147145815967,https://i.ebayimg.com/images/g/GM8AAeSwjZxpikcr/s-l500.webp
1993 Pinnacle 1st Round Draft Pick Derek Jeter #457 Rookie RC HOF,$14.99,"Sold Feb 16, 2026",N,,,N,N,$0.00,busterpullzcardz,New,https://www.ebay.com/itm/168107455095,https://i.ebayimg.com/images/g/l6YAAeSwiZtpdM-3/s-l500.webp
1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),$0.99,"Sold Feb 16, 2026",N,,,Y,N,$5.20,camosfinds,New,https://www.ebay.com/itm/177854371157,https://i.ebayimg.com/images/g/YOgAAeSwZJxpjNRl/s-l500.webp
1993 Pinnacle Derek Jeter Rookie RC #457 PSA 9 Mint HOF New York Yankees,$69.99,"Sold Feb 16, 2026",Y,PSA,9,N,N,$5.50,gl_sportscards21,New,https://www.ebay.com/itm/326912795434,https://i.ebayimg.com/images/g/T1UAAeSwih9pPuRg/s-l500.webp
1993 Pinnacle #457 Derek Jeter,$8.00,"Sold Feb 16, 2026",N,,,N,Y,$1.12,scooter_18cards,New,https://www.ebay.com/itm/157680612651,https://i.ebayimg.com/images/g/i6gAAeSwT6hpj6DA/s-l500.webp
1993 Pinnacle #457 - Derek Jeter,$3.99,"Sold Feb 15, 2026",N,,,N,N,$1.99,rookie-cardboard,New,https://www.ebay.com/itm/389564343830,https://i.ebayimg.com/images/g/YvwAAeSw-3lpeeIR/s-l500.webp
1993 Pinnacle: #457 Derek Jeter DP RC NR-MINT,$8.50,"Sold Feb 15, 2026",N,,,Y,N,$4.95,gregmorrismodern,New,https://www.ebay.com/itm/366178928504,https://i.ebayimg.com/images/g/C5UAAeSwy5JphROX/s-l500.webp
1993 Pinnacle Derek Jeter Rookie RC #457 - New York Yankees,$9.95,"Sold Feb 15, 2026",N,,,N,Y,$1.00,fairway_sports_cards,New,https://www.ebay.com/itm/117035554822,https://i.ebayimg.com/images/g/7lAAAeSwSBNpjzjZ/s-l500.webp
1993 Topps Derek Jeter Pinnacle #457 Rookie RC PSA 8 New York Yankees,$26.99,"Sold Feb 14, 2026",Y,PSA,8,N,N,$5.99,battleborn78,New,https://www.ebay.com/itm/257360654482,https://i.ebayimg.com/images/g/CtgAAeSwIUVpkMP1/s-l500.webp
1993 Pinnacle #457 Derek Jeter RC Rookie PSA 9 Mint 03547560,$58.56,"Sold Feb 14, 2026",Y,PSA,9,Y,N,$0.00,sports-cards-forever,New,https://www.ebay.com/itm/267572042169,https://i.ebayimg.com/images/g/V-QAAeSwkYtpioUZ/s-l500.webp
"1993 Pinnacle #457 Derek Jeter Rookie Card RC, New York Yankees BGS 9 Great Subs",$49.99,"Sold Feb 14, 2026",Y,BGS,9,N,N,$4.99,battleborn78,New,https://www.ebay.com/itm/257346578013,https://i.ebayimg.com/images/g/7EAAAeSwIkZphNkt/s-l500.webp
DEREK JETER 1993 PINNACLE #457 ROOKIE RC BGS 8.5 MINT ✨,$38.00,"Sold Feb 14, 2026",Y,BGS,8.5,N,N,$5.52,4cats_wildcards,New,https://www.ebay.com/itm/389450816896,https://i.ebayimg.com/images/g/9-IAAeSwPuhpWaXu/s-l500.webp
Pinnacle 1993 Derek Jeter #457 PSA 8 New York Yankees Rookie Card,$24.24,"Sold Feb 13, 2026",Y,PSA,8,N,N,$8.10,polle_da,New,https://www.ebay.com/itm/287140277288,https://i.ebayimg.com/images/g/xnsAAeSwv~Rpj1p6/s-l500.webp
