title,price,sold_date,graded,grader,grade,auction,best_offer,shipping,seller,condition,item_url
Fleer 91 Baseball Trading Card Box,$30.00,"Sold Mar 15, 2026",N,,,N,Y,$7.52,soabass-35,New,https://www.ebay.com/itm/314914841545
Vintage 1991 ULTRA GOLD #1 BARRY BONDS Pittsburgh Pirates,$0.99,"Sold Mar 15, 2026",N,,,Y,N,$1.99,mattmoneyy_72,New,https://www.ebay.com/itm/389718303750
Eddie Murray 1991 Fleer #214 Dodgers MLB READ FREE SHIPPING AutographDen,$0.06,"Sold Mar 15, 2026",N,,,Y,N,$0.00,autographden,New,https://www.ebay.com/itm/397696743235
Mookie Wilson 1991 Fleer #192 Blue Jays MLB READ FREE SHIPPING AutographDen,$0.01,"Sold Mar 15, 2026",N,,,Y,N,$0.00,autographden,New,https://www.ebay.com/itm/277790193110
"1991 Fleer ""Second Generation Stars"" #710 KEN GRIFFEY JR / BARRY BONDS 🔥 MINT",$3.00,"Sold Mar 15, 2026",N,,,Y,N,$4.95,va-979010,New,https://www.ebay.com/itm/177916814891
1991 Fleer #455 Randy Johnson,$1.99,"Sold Mar 15, 2026",N,,,N,N,$0.00,cs4_direct,New,https://www.ebay.com/itm/156676823820
1991 Fleer Ultra Barry Bonds #391 Pirates BGS 8.5,$3.01,"Sold Mar 15, 2026",Y,BGS,8.5,Y,N,$4.99,dcsports87,New,https://www.ebay.com/itm/127730835403
Lee Smith 1991 Fleer #645 Cardinals MLB READ FREE SHIPPING AutographDen,$0.24,"Sold Mar 15, 2026",N,,,Y,N,$0.00,autographden,New,https://www.ebay.com/itm/277790193820
Bo Jackson Baseball 1986-1991 You Pick,$1.50,"Sold Mar 15, 2026",N,,,N,N,$0.00,swhre56,New,https://www.ebay.com/itm/236270908200
BRETT FAVRE ROOKIE CARD 1991 Fleer Ultra RC Football GREEN BAY PACKERS Farve HOF,$2.25,"Sold Mar 15, 2026",N,,,Y,N,$2.99,cbiv1979,New,https://www.ebay.com/itm/389727532299
Ken Griffey Jr. 1991 Fleer #450 Seattle Mariners,$1.65,"Sold Mar 15, 2026",N,,,N,N,$0.00,kingfisher_collection,New,https://www.ebay.com/itm/298107227514
1991 Fleer Ultra Barry Bonds Team Ultra Gold #1 Pirates BGS 8.5,$5.50,"Sold Mar 15, 2026",Y,BGS,8.5,Y,N,$4.99,dcsports87,New,https://www.ebay.com/itm/377022727963
1991 Fleer - Jose Canseco #5,$0.06,"Sold Mar 15, 2026",N,,,Y,N,$0.00,sportsc8580,New,https://www.ebay.com/itm/389705431707
1991 Fleer #4 Dave Stewart Pro-Visions Factory C,$3.00,"Sold Mar 15, 2026",N,,,N,Y,$0.00,resellish,New,https://www.ebay.com/itm/147200098103
Rickey Henderson 1991 Fleer Pro Vision #2 of 4 Insert Card Oakland Athletics,$2.76,"Sold Mar 15, 2026",N,,,Y,N,$1.00,muckmoon,New,https://www.ebay.com/itm/206118174651
Tim McIntosh 1991 Fleer #589 Milwaukee Brewers Auto Autographed Signed MLB Card,$2.95,"Sold Mar 15, 2026",N,,,N,N,$0.74,bdbsports,New,https://www.ebay.com/itm/317658194152
Tom Edens 1991 Fleer #582 Milwaukee Brewers Auto Autographed Signed MLB Card,$2.95,"Sold Mar 15, 2026",N,,,N,N,$0.69,bdbsports,New,https://www.ebay.com/itm/316148230405
1991 Fleer - Pro-Vision Roger Clemens #9,$1.61,"Sold Mar 15, 2026",N,,,N,Y,$0.00,peterboris3,New,https://www.ebay.com/itm/157751958782
Ryne Sandberg 1991 Fleer Pro Visions #3 of 4 Insert Card Chicago Cubs,$0.99,"Sold Mar 15, 2026",N,,,Y,N,$1.25,muckmoon,New,https://www.ebay.com/itm/206118165694
1991 Fleer - Factory Set Pro-Vision Barry Bonds #1,$3.99,"Sold Mar 15, 2026",N,,,N,N,$1.03,adwood88,New,https://www.ebay.com/itm/257399509429
