title,price,shipping,sold_date,seller,condition,item_url,image_url,graded,grader,grade,auction,best_offer,price_value,shipping_value,total_value,sold_date_value,listing_type,is_best_offer,is_graded,grader_norm,grade_value,card_number_guess
🔥📈💎1991 Upper Deck - Michael Jordan #SP1 SGC 96(9.5)Mint💎📈🔥,$134.99,$5.77,"Sold Mar 21, 2026",p3radoxx,New,https://www.ebay.com/itm/389778944897,https://i.ebayimg.com/images/g/LAgAAeSwaItpvrHi/s-l500.webp,Y,SGC,9.5,N,N,134.99,5.77,140.76,2026-03-21,bin,False,True,SGC,9.5,96
1991 Upper Deck - Michael Jordan #SP1,$109.31,$20.75,"Sold Mar 21, 2026",redstu94,New,https://www.ebay.com/itm/168112855228,https://i.ebayimg.com/images/g/-IoAAeSwD7Jpd6Wp/s-l500.webp,N,,,N,N,109.31,20.75,130.06,2026-03-21,bin,False,False,,,
Michael Jordan Rookie 1991 Upper Deck #SP1 Baseball RC Card Bulls GEM MINT 10,$99.99,$0.00,"Sold Mar 21, 2026",kane04,New,https://www.ebay.com/itm/358346591903,https://i.ebayimg.com/images/g/kikAAeSw-aJpuqCc/s-l500.webp,N,,,N,N,99.99,0.0,99.99,2026-03-21,bin,False,True,,10.0,
1991 Upper Deck #SP1 Michael Jordan Baseball (RC) fresh grade Mint PSA 9,$103.67,$5.50,"Sold Mar 21, 2026",maui-monsoon,New,https://www.ebay.com/itm/198196497025,https://i.ebayimg.com/images/g/JQ0AAeSwkQVpuJd4/s-l500.webp,Y,PSA,9,Y,N,103.67,5.5,109.17,2026-03-21,auction,False,True,PSA,9.0,
1991 Upper Deck #SP1 Michael Jordan PSA 4,$41.65,$5.99,"Sold Mar 21, 2026",lamasportscards,New,https://www.ebay.com/itm/137143219995,https://i.ebayimg.com/images/g/rYkAAeSww5Npugos/s-l500.webp,Y,PSA,4,N,N,41.65,5.99,47.64,2026-03-21,bin,False,True,PSA,4.0,
NEW LISTINGUpper Deck 1991 Michael Jordan #SP1 Short Print Chicago White Sox Baseball,$19.99,$0.00,"Sold Mar 21, 2026",g2gsports,New,https://www.ebay.com/itm/277823092146,https://i.ebayimg.com/images/g/T0QAAeSwdbxpvvHo/s-l500.webp,N,,,N,N,19.99,0.0,19.99,2026-03-21,bin,False,False,,,
NEW LISTING1991 Upper Deck Michael Jordan #SP1 Baseball Card - Chicago White Sox,$18.99,$5.20,"Sold Mar 21, 2026",e-ticket1873,New,https://www.ebay.com/itm/298147752695,https://i.ebayimg.com/images/g/Bq8AAeSwSIxpvu6l/s-l500.webp,N,,,N,Y,18.99,5.2,24.19,2026-03-21,bin,True,False,,,
Upper Deck 1991 Michael Jordan #SP1 Short Print Chicago White Sox Baseball,$23.99,$5.52,"Sold Mar 21, 2026",mmcnulty24,New,https://www.ebay.com/itm/188188007483,https://i.ebayimg.com/images/g/EucAAeSw5JVpvXrv/s-l500.webp,N,,,N,N,23.99,5.52,29.51,2026-03-21,bin,False,False,,,
1991 Upper Deck #SP1 Michael Jordan Baseball Rookie E1,$19.99,$0.00,"Sold Mar 21, 2026",jawasjunkyard,New,https://www.ebay.com/itm/227263239580,https://i.ebayimg.com/images/g/-GcAAeSwsH9pu2A1/s-l500.webp,N,,,N,Y,19.99,0.0,19.99,2026-03-21,bin,True,False,,,E1
1991 Upper Deck Michael Jordan #SP1 PSA 9 MINT,$94.99,$5.07,"Sold Mar 21, 2026",jedimike17,New,https://www.ebay.com/itm/257415333464,https://i.ebayimg.com/images/g/2PEAAeSwFsBpvE4L/s-l500.webp,Y,PSA,9,N,N,94.99,5.07,100.06,2026-03-21,bin,False,True,PSA,9.0,
1991 Upper Deck #SP1 Michael Jordan Baseball Rookie E1,$19.99,$0.00,"Sold Mar 21, 2026",jawasjunkyard,New,https://www.ebay.com/itm/227263285648,https://i.ebayimg.com/images/g/GMwAAeSwnahpu2w-/s-l500.webp,N,,,N,Y,19.99,0.0,19.99,2026-03-21,bin,True,False,,,E1
1991 Upper Deck - Short Print Michael Jordan #SP1,$23.00,$5.52,"Sold Mar 21, 2026",jjcards23-2,New,https://www.ebay.com/itm/389763547484,https://i.ebayimg.com/images/g/nrEAAeSwVRppueye/s-l500.webp,N,,,N,N,23.0,5.52,28.52,2026-03-21,bin,False,False,,,
1991 Upper Deck - Michael Jordan - #SP1 - PSA 5,$15.50,$5.07,"Sold Mar 21, 2026",onemorecard99,New,https://www.ebay.com/itm/157738883727,https://i.ebayimg.com/images/g/h6sAAeSwGmhpr6-F/s-l500.webp,Y,PSA,5,Y,N,15.5,5.07,20.57,2026-03-21,auction,False,True,PSA,5.0,
1991 Upper Deck Michael Jordan #SP1,$20.00,$5.52,"Sold Mar 21, 2026",turfeinarr,New,https://www.ebay.com/itm/298017131933,https://i.ebayimg.com/images/g/LNoAAeSwYsdpikG-/s-l500.webp,N,,,N,Y,20.0,5.52,25.52,2026-03-21,bin,True,False,,,
1991 Upper Deck Michael Jordan Auto #SP1 PSA Auth,"$10,300.00",$70.00,"Sold Mar 21, 2026",altxyzofficial,New,https://www.ebay.com/itm/356372661440,https://i.ebayimg.com/images/g/h2EAAOSwC~xnXOy1/s-l500.webp,Y,PSA,AUTH,N,N,10300.0,70.0,10370.0,2026-03-21,bin,False,True,PSA,,
1991 Upper Deck - Short Print Michael Jordan #SP1 Rookie Card White Sox Uniform,$22.00,$5.89,"Sold Mar 20, 2026",ricvier_25,New,https://www.ebay.com/itm/236681793891,https://i.ebayimg.com/images/g/IDUAAeSwg8ZpE19G/s-l500.webp,N,,,Y,N,22.0,5.89,27.89,2026-03-20,auction,False,False,,,
1991 Upper Deck Michael Jordan #SP1,$23.00,$0.00,"Sold Mar 20, 2026",mikestorage,New,https://www.ebay.com/itm/287216291448,https://i.ebayimg.com/images/g/QWsAAeSwdnFpu28r/s-l500.webp,N,,,N,Y,23.0,0.0,23.0,2026-03-20,bin,True,False,,,
1991 Upper Deck Short Print Michael Jordan #SP1 PSA 5 HOF,$13.58,$4.99,"Sold Mar 20, 2026",comc_consignment,New,https://www.ebay.com/itm/257399728324,https://i.ebayimg.com/images/g/qtIAAeSwhgxpsK5G/s-l500.webp,Y,PSA,5,Y,N,13.58,4.99,18.57,2026-03-20,auction,False,True,PSA,5.0,
1991 Upper Deck - Short Print Michael Jordan #SP1,$19.99,$1.99,"Sold Mar 20, 2026",macsevan,New,https://www.ebay.com/itm/389767843222,https://i.ebayimg.com/images/g/EMMAAeSwYuRpuzx7/s-l500.webp,N,,,N,N,19.99,1.99,21.98,2026-03-20,bin,False,False,,,
Upper Deck 1991 Michael Jordan #SP1 Short Print Chicago White Sox Baseball,$39.00,$5.20,"Sold Mar 20, 2026",kayar6,New,https://www.ebay.com/itm/366262363458,https://i.ebayimg.com/images/g/7jMAAeSwFAlpsM5q/s-l500.webp,N,,,Y,N,39.0,5.2,44.2,2026-03-20,auction,False,False,,,
1991 Upper Deck - Michael Jordan #SP1,$16.50,$5.00,"Sold Mar 20, 2026",jachia-8362,New,https://www.ebay.com/itm/389754433389,https://i.ebayimg.com/images/g/zy8AAeSwlYJpr3uL/s-l500.webp,N,,,Y,N,16.5,5.0,21.5,2026-03-20,auction,False,False,,,
Upper Deck 1991 Michael Jordan SP1 Short Print Insert Chicago White Sox Baseball,$19.99,$0.00,"Sold Mar 20, 2026",tues21,New,https://www.ebay.com/itm/358354198971,https://i.ebayimg.com/images/g/dBUAAeSw9RFpvTR1/s-l500.webp,N,,,N,Y,19.99,0.0,19.99,2026-03-20,bin,True,False,,,
1991 UD #SP1 MICHAEL JORDAN PSA 6,$30.00,$5.89,"Sold Mar 20, 2026",eth41n,New,https://www.ebay.com/itm/397711505099,https://i.ebayimg.com/images/g/eKcAAeSw6HNptMcI/s-l500.webp,Y,PSA,6,N,N,30.0,5.89,35.89,2026-03-20,bin,False,True,PSA,6.0,
1991 UPPER DECK #SP1 MICHAEL JORDAN PSA 8,$36.00,$5.99,"Sold Mar 20, 2026",psa,New,https://www.ebay.com/itm/298115549986,https://i.ebayimg.com/images/g/oOwAAeSwI0FpswlC/s-l500.webp,Y,PSA,8,Y,N,36.0,5.99,41.99,2026-03-20,auction,False,True,PSA,8.0,
1991 Upper Deck Michael Jordan #SP1,$19.99,$0.74,"Sold Mar 20, 2026",thebudmansteve,New,https://www.ebay.com/itm/336485084386,https://i.ebayimg.com/images/g/ecUAAeSw7x1puGiu/s-l500.webp,N,,,N,Y,19.99,0.74,20.73,2026-03-20,bin,True,False,,,
1991 Upper Deck - Michael Jordan #SP1 (RC) NM-MT or Better,$26.00,$1.99,"Sold Mar 20, 2026",kener4,New,https://www.ebay.com/itm/127740606187,https://i.ebayimg.com/images/g/4JEAAeSwprxptKB~/s-l500.webp,N,,,Y,N,26.0,1.99,27.99,2026-03-20,auction,False,False,,,
MICHAEL JORDAN 1991 Upper Deck #SP1 PSA 8 NM-MT Chicago White Sox Baseball,$39.99,$5.99,"Sold Mar 20, 2026",taga6253,New,https://www.ebay.com/itm/227177579195,https://i.ebayimg.com/images/g/gzoAAeSwHyJpavY6/s-l500.webp,Y,PSA,8,N,N,39.99,5.99,45.98,2026-03-20,bin,False,True,PSA,8.0,
1991 Upper Deck #SP1 Michael Jordan Baseball Rookie Not Mint E1,$17.99,$0.00,"Sold Mar 20, 2026",jawasjunkyard,New,https://www.ebay.com/itm/227263239565,https://i.ebayimg.com/images/g/9voAAeSwQ31pu2Cw/s-l500.webp,N,,,N,Y,17.99,0.0,17.99,2026-03-20,bin,True,False,,,E1
1991 Upper Deck - Short Print Michael Jordan #SP1,$45.00,$5.95,"Sold Mar 20, 2026",on_the_black,New,https://www.ebay.com/itm/317981749101,https://i.ebayimg.com/images/g/II4AAeSwURJpsFvc/s-l500.webp,N,,,N,N,45.0,5.95,50.95,2026-03-20,bin,False,False,,,
1991 Upper Deck Michael Jordan #SP1 Grade 8 Chicago White Sox,$22.00,$5.07,"Sold Mar 20, 2026",blac_5052,New,https://www.ebay.com/itm/147202341777,https://i.ebayimg.com/images/g/RMkAAeSwyztpfOhg/s-l500.webp,N,,,Y,N,22.0,5.07,27.07,2026-03-20,auction,False,False,,8.0,
1991 Upper Deck SP1 Michael Jordan White Sox,$26.00,$7.95,"Sold Mar 20, 2026",lushe8963,New,https://www.ebay.com/itm/358325642344,https://i.ebayimg.com/images/g/8rwAAeSwpZhptCdR/s-l500.webp,N,,,Y,N,26.0,7.95,33.95,2026-03-20,auction,False,False,,,
1991 Upper Deck Michael Jordan #SP1 PSA 9,$110.00,$7.95,"Sold Mar 20, 2026",mlovano77,New,https://www.ebay.com/itm/147172890682,https://i.ebayimg.com/images/g/7gUAAeSwpCVplK1q/s-l500.webp,Y,PSA,9,N,N,110.0,7.95,117.95,2026-03-20,bin,False,True,PSA,9.0,
1991 Upper Deck - Short Print Michael Jordan #SP1,$23.25,$5.52,"Sold Mar 20, 2026",jjcards23-2,New,https://www.ebay.com/itm/389763686370,https://i.ebayimg.com/images/g/cvIAAeSw3RlpufST/s-l500.webp,N,,,N,N,23.25,5.52,28.77,2026-03-20,bin,False,False,,,
1991 Upper Deck - Short Print Michael Jordan #SP1,$20.00,$1.32,"Sold Mar 20, 2026",sig45auto,New,https://www.ebay.com/itm/188183423679,https://i.ebayimg.com/images/g/G6sAAeSwRr1pvBQD/s-l500.webp,N,,,N,Y,20.0,1.32,21.32,2026-03-20,bin,True,False,,,
1991 Upper Deck - Short Print #SP1 Michael Jordan PGS 8 NM-MT,$24.95,$4.75,"Sold Mar 20, 2026",coolaidmk,New,https://www.ebay.com/itm/226972413836,https://i.ebayimg.com/images/g/HWIAAeSwxqdoxWmN/s-l500.webp,N,,,N,N,24.95,4.75,29.7,2026-03-20,bin,False,False,,8.0,
1991 Michael Jordan Upper Deck #SP1 Gem Mint 10 RC Rookie Chicago White Sox,$99.99,$0.00,"Sold Mar 20, 2026",gradedstuff,New,https://www.ebay.com/itm/317888499476,https://i.ebayimg.com/images/g/7SMAAeSwR2dpk48v/s-l500.webp,N,,,N,N,99.99,0.0,99.99,2026-03-20,bin,False,True,,10.0,
1991 Upper Deck Michael Jordan #SP1 PSA 9 MINT,$95.00,$5.55,"Sold Mar 20, 2026",methalleon,New,https://www.ebay.com/itm/327056792886,https://i.ebayimg.com/images/g/xXgAAeSwEhVpu7Ti/s-l500.webp,Y,PSA,9,N,N,95.0,5.55,100.55,2026-03-20,bin,False,True,PSA,9.0,
Michael Jordan 1991 Upper Deck SP Baseball #SP1 PSA 8 NM-MINT Fresh Slab 🔥,$38.00,$5.39,"Sold Mar 20, 2026",fortysportscards,New,https://www.ebay.com/itm/127754817927,https://i.ebayimg.com/images/g/JBsAAeSwTyVpur2k/s-l500.webp,Y,PSA,8,N,N,38.0,5.39,43.39,2026-03-20,bin,False,True,PSA,8.0,
Fleer Pro Vision Cards & Sets - Build Your Own Lot - You Choose! MLB NBA NFL,$0.99,$1.25,"Sold Mar 20, 2026",midseasonform,New,https://www.ebay.com/itm/365835646104,https://i.ebayimg.com/images/g/AZUAAeSwGx5otHql/s-l500.webp,N,,,N,N,0.99,1.25,2.24,2026-03-20,bin,False,False,,,
Upper Deck 1991 Michael Jordan SP1 Short Print Insert Chicago White Sox Baseball,$19.99,$1.32,"Sold Mar 20, 2026",mmcnulty24,New,https://www.ebay.com/itm/188184435353,https://i.ebayimg.com/images/g/kMgAAeSwW5RpvGVH/s-l500.webp,N,,,N,Y,19.99,1.32,21.31,2026-03-20,bin,True,False,,,
1991 Upper Deck Baseball MICHAEL JORDAN Card #SP1 White Sox,$18.26,$1.32,"Sold Mar 19, 2026",eagles2105,New,https://www.ebay.com/itm/327043429923,https://i.ebayimg.com/images/g/iXUAAeSwOn9ps5OW/s-l500.webp,N,,,Y,N,18.26,1.32,19.58,2026-03-19,auction,False,False,,,
1991 Upper Deck - Short Print Michael Jordan #SP1,$16.00,$5.52,"Sold Mar 19, 2026",blackbu5632,New,https://www.ebay.com/itm/397707906358,https://i.ebayimg.com/images/g/~r4AAeSwpvJpqiwo/s-l500.webp,N,,,Y,N,16.0,5.52,21.52,2026-03-19,auction,False,False,,,
1991 Upper Deck Michael Jordan #SP1 - CGC 8,$28.50,$7.95,"Sold Mar 19, 2026",kmoore2172,New,https://www.ebay.com/itm/298138716819,https://i.ebayimg.com/images/g/0ekAAeSwgBlpu1Xn/s-l500.webp,Y,CGC,8,N,N,28.5,7.95,36.45,2026-03-19,bin,False,True,CGC,8.0,
1991 Upper Deck - Short Print Michael Jordan #SP1 PSA 8,$45.00,$4.78,"Sold Mar 19, 2026",biscayn-8,New,https://www.ebay.com/itm/397707863786,https://i.ebayimg.com/images/g/J7AAAeSwWK1ps4hN/s-l500.webp,Y,PSA,8,Y,N,45.0,4.78,49.78,2026-03-19,auction,False,True,PSA,8.0,
1991 Upper Deck Michael Jordan Inserts RC #SP1 White Sox Rookie,$24.50,$4.99,"Sold Mar 19, 2026",dcsports87,New,https://www.ebay.com/itm/377034444631,https://i.ebayimg.com/images/g/H5IAAeSwnExptYRZ/s-l500.webp,N,,,Y,N,24.5,4.99,29.49,2026-03-19,auction,False,False,,,
1991 Upper Deck Michael Jordan Inserts RC #SP1 White Sox Rookie,$27.00,$4.99,"Sold Mar 19, 2026",dcsports87,New,https://www.ebay.com/itm/127742591859,https://i.ebayimg.com/images/g/PGwAAeSwPa9ptYSR/s-l500.webp,N,,,Y,N,27.0,4.99,31.99,2026-03-19,auction,False,False,,,
"PSA SGC Graded cards, baseball, football, topps",$6.00,$5.99,"Sold Mar 19, 2026",1mpc770,New,https://www.ebay.com/itm/227191777232,https://i.ebayimg.com/images/g/dQAAAeSwMXdpeUnk/s-l500.webp,N,,,N,N,6.0,5.99,11.99,2026-03-19,bin,False,True,PSA,,
Michael Jordan 1991 Upper Deck - Short Print #SP1 1st Baseball Card NM/MT,$19.50,$4.99,"Sold Mar 19, 2026",fredrikp,New,https://www.ebay.com/itm/277788799425,https://i.ebayimg.com/images/g/EGUAAeSwY6BplLTD/s-l500.webp,N,,,Y,N,19.5,4.99,24.49,2026-03-19,auction,False,False,,,
1991 UPPER DECK #SP1 MICHAEL JORDAN INSERTS,$22.59,$12.75,"Sold Mar 19, 2026",slabsharksinc,New,https://www.ebay.com/itm/206129498003,https://i.ebayimg.com/images/g/k1AAAeSwXQJpshbq/s-l500.webp,N,,,Y,N,22.59,12.75,35.34,2026-03-19,auction,False,False,,,
1991 Upper Deck #SP1 Michael Jordan Chicago White Sox HOF PSA 8 NM-MT,$38.00,$5.50,"Sold Mar 19, 2026",probstein123,New,https://www.ebay.com/itm/389737400250,https://i.ebayimg.com/images/g/2mUAAeSwOyppsypl/s-l500.webp,Y,PSA,8,Y,N,38.0,5.5,43.5,2026-03-19,auction,False,True,PSA,8.0,
1990 Upper Deck MICHAEL JORDAN Baseball Rookie Card #SP1 RC Chicago White Sox NM,$25.00,$5.52,"Sold Mar 19, 2026",skimalibu42,New,https://www.ebay.com/itm/206125916893,https://i.ebayimg.com/images/g/UuoAAeSwXVZpsGey/s-l500.webp,N,,,N,Y,25.0,5.52,30.52,2026-03-19,bin,True,False,,,
1991 Upper Deck - Short Print Michael Jordan #SP1 Bulls HOF 🐐🐐 EX,$15.01,$5.50,"Sold Mar 19, 2026",kelllicciard-0,New,https://www.ebay.com/itm/366275279082,https://i.ebayimg.com/images/g/SGkAAeSwnCdptg48/s-l500.webp,N,,,Y,N,15.01,5.5,20.51,2026-03-19,auction,False,False,,,
1991 Upper Deck Michael Jordan #SP1 PSA 9,$125.00,$5.20,"Sold Mar 19, 2026",buckledbreakscollectibles,New,https://www.ebay.com/itm/397732427894,https://i.ebayimg.com/images/g/9FQAAeSwgxZpuxTO/s-l500.webp,Y,PSA,9,N,N,125.0,5.2,130.2,2026-03-19,bin,False,True,PSA,9.0,
1991 Upper Deck Michael Jordan #SP1 Chicago Cubs,$14.58,$10.92,"Sold Mar 19, 2026",savage.cards,New,https://www.ebay.com/itm/157742516145,https://i.ebayimg.com/images/g/5tAAAeSwUztpsZuJ/s-l500.webp,N,,,Y,N,14.58,10.92,25.5,2026-03-19,auction,False,False,,,
1991 Upper Deck - #SP1 Michael Jordan (SP) Chicago White Sox,$14.95,$4.00,"Sold Mar 19, 2026",kgz25,New,https://www.ebay.com/itm/327043052679,https://i.ebayimg.com/images/g/-BsAAeSwkRVpp7mi/s-l500.webp,N,,,Y,N,14.95,4.0,18.95,2026-03-19,auction,False,False,,,
Upper Deck 1991 Michael Jordan SP1 Insert Chicago White Sox MLB Baseball Card,$10.50,$5.00,"Sold Mar 19, 2026",tu_3758,New,https://www.ebay.com/itm/317994942831,https://i.ebayimg.com/images/g/804AAeSwnjlps1wB/s-l500.webp,N,,,Y,N,10.5,5.0,15.5,2026-03-19,auction,False,False,,,
1991 Upper Deck #SP1 Michael Jordan,$19.99,$5.99,"Sold Mar 19, 2026",bbinnh,New,https://www.ebay.com/itm/277671821723,https://i.ebayimg.com/images/g/4TwAAeSwykppuy~~/s-l500.webp,N,,,N,N,19.99,5.99,25.98,2026-03-19,bin,False,False,,,
1991 Upper Deck Michael Jordan #SP1 (*See Corner Pics*),$11.49,$1.03,"Sold Mar 19, 2026",jwcards777,New,https://www.ebay.com/itm/406781115192,https://i.ebayimg.com/images/g/t18AAeSwqd9puxMb/s-l500.webp,N,,,N,N,11.49,1.03,12.52,2026-03-19,bin,False,False,,,
1991 Upper Deck: #SP1 Michael Jordan NM-MT OR BETTER,$23.50,$4.95,"Sold Mar 19, 2026",gregmorrismodern,New,https://www.ebay.com/itm/366258483607,https://i.ebayimg.com/images/g/rx8AAeSw8EtprvqW/s-l500.webp,N,,,Y,N,23.5,4.95,28.45,2026-03-19,auction,False,False,,,
1991 Upper Deck: #SP1 Michael Jordan NM-MT OR BETTER,$40.00,$4.95,"Sold Mar 19, 2026",gregmorrismodern,New,https://www.ebay.com/itm/366258483601,https://i.ebayimg.com/images/g/fqgAAeSwgR1prvqW/s-l500.webp,N,,,Y,N,40.0,4.95,44.95,2026-03-19,auction,False,False,,,
1991 Upper Deck: #SP1 Michael Jordan RC NM-MT OR BETTER,$53.00,$4.95,"Sold Mar 19, 2026",gregmorrismodern,New,https://www.ebay.com/itm/366258483591,https://i.ebayimg.com/images/g/sBkAAeSwy85prvqW/s-l500.webp,N,,,Y,N,53.0,4.95,57.95,2026-03-19,auction,False,False,,,
1991 Upper Deck Michael Jordan SP1 PSA Mint 9,$92.00,$5.45,"Sold Mar 19, 2026",teach3jbd,New,https://www.ebay.com/itm/137123990263,https://i.ebayimg.com/images/g/BoEAAeSwytJpszH3/s-l500.webp,Y,PSA,9,Y,N,92.0,5.45,97.45,2026-03-19,auction,False,True,PSA,9.0,
1991 Upper Deck MICHAEL JORDAN RC #SP1 Chicago White Sox Baseball Card (f7),$16.49,$1.40,"Sold Mar 19, 2026",start_em_low,New,https://www.ebay.com/itm/198206736739,https://i.ebayimg.com/images/g/KYIAAeSw6~tpuaMN/s-l500.webp,N,,,N,N,16.49,1.4,17.89,2026-03-19,bin,False,False,,,F7
1991 Upper Deck #SP1 Michael Jordan PSA 7,$35.10,$5.99,"Sold Mar 19, 2026",lamasportscards,New,https://www.ebay.com/itm/137143219990,https://i.ebayimg.com/images/g/DA4AAeSwAYxpugot/s-l500.webp,Y,PSA,7,N,Y,35.1,5.99,41.09,2026-03-19,bin,True,True,PSA,7.0,
1991 UPPER DECK #SP1 MICHAEL JORDAN BASEBALL CHICAGO WHITE SOX PSA 6 EX-MT,$17.95,$7.95,"Sold Mar 19, 2026",vinylholics,New,https://www.ebay.com/itm/177946409396,https://i.ebayimg.com/images/g/R1YAAeSweQppsIdS/s-l500.webp,Y,PSA,6,N,N,17.95,7.95,25.9,2026-03-19,bin,False,True,PSA,6.0,
1991 Michael Jordan Upper Deck #SP1 Gem Mint 10 RC Rookie Chicago White Sox,$99.99,$0.00,"Sold Mar 19, 2026",gradedstuff,New,https://www.ebay.com/itm/137030938461,https://i.ebayimg.com/images/g/YP8AAeSwo7hpjNLs/s-l500.webp,N,,,N,N,99.99,0.0,99.99,2026-03-19,bin,False,True,,10.0,
1991 Upper Deck Michael Jordan #SP1 baseball card - Beckett 9.0,$85.00,$5.20,"Sold Mar 19, 2026",dtbrown81,New,https://www.ebay.com/itm/389510004967,https://i.ebayimg.com/images/g/8PwAAeSwknRpbP9M/s-l500.webp,N,,,N,N,85.0,5.2,90.2,2026-03-19,bin,False,False,BGS,9.0,0
1991 Upper Deck - Michael Jordan #SP1 Baseball PSA 8,$35.00,$5.07,"Sold Mar 19, 2026",sportscard2000,New,https://www.ebay.com/itm/147200509362,https://i.ebayimg.com/images/g/Nk4AAeSwEEtpl1fy/s-l500.webp,Y,PSA,8,Y,N,35.0,5.07,40.07,2026-03-19,auction,False,True,PSA,8.0,
Michael Jordan 1991 Upper Deck SP1 PSA 9 MINT Baseball Rookie RC 🔥 JUST GRADED!,$99.99,$5.45,"Sold Mar 19, 2026",vtballr72,New,https://www.ebay.com/itm/298137157276,https://i.ebayimg.com/images/g/N70AAeSwxONpuraO/s-l500.webp,Y,PSA,9,N,N,99.99,5.45,105.44,2026-03-19,bin,False,True,PSA,9.0,
1991 Upper Deck Baseball # SP1 Michael Jordan Chicago White Sox MLB HOF Ungraded,$20.00,$1.32,"Sold Mar 19, 2026",travihelle-0,New,https://www.ebay.com/itm/177953184882,https://i.ebayimg.com/images/g/H~AAAeSwvShpOYt8/s-l500.webp,N,,,Y,N,20.0,1.32,21.32,2026-03-19,auction,False,False,,,
1991 Upper Deck #SP1 Michael Jordan Baseball Rookie Card,$22.36,$5.00,"Sold Mar 19, 2026",roadrunners111,New,https://www.ebay.com/itm/188112524413,https://i.ebayimg.com/images/g/pB8AAeSwvLpouCqC/s-l500.webp,N,,,N,N,22.36,5.0,27.36,2026-03-19,bin,False,False,,,
1991 Upper Deck #SP1 Michael Jordan Baseball Rookie Not Mint E1,$17.99,$0.00,"Sold Mar 19, 2026",jawasjunkyard,New,https://www.ebay.com/itm/227263035858,https://i.ebayimg.com/images/g/tOYAAeSwCFVpuy53/s-l500.webp,N,,,N,Y,17.99,0.0,17.99,2026-03-19,bin,True,False,,,E1
1991 Upper Deck - Short Print Michael Jordan #SP1,$17.00,$0.00,"Sold Feb 15, 2026",coyotehobbyinc,New,https://www.ebay.com/itm/137037933609,https://i.ebayimg.com/images/g/pKEAAeSwMdJpkKDt/s-l500.webp,N,,,N,Y,17.0,0.0,17.0,2026-02-15,bin,True,False,,,
1991 Upper Deck Michael Jordan SP1 Short Print Insert Chicago White Sox Baseball,$16.00,$5.07,"Sold Mar 19, 2026",coocorn_0,New,https://www.ebay.com/itm/366287423881,https://i.ebayimg.com/images/g/uREAAeSwlf1puztz/s-l500.webp,N,,,N,N,16.0,5.07,21.07,2026-03-19,bin,False,False,,,
1991 Upper Deck #SP1 Michael Jordan,$19.99,$2.00,"Sold Mar 19, 2026",tradingcardempire,New,https://www.ebay.com/itm/227261264653,https://i.ebayimg.com/images/g/T0gAAeSwYs9puaxe/s-l500.webp,N,,,N,N,19.99,2.0,21.99,2026-03-19,bin,False,False,,,
1991 UPPERDECK SSP BASEBALL MICHAEL JORDAN RC PSA 9 MINT SLAB🔥🔥🔥🔥🔥,$89.95,$5.99,"Sold Mar 19, 2026",thecornerstore-65,New,https://www.ebay.com/itm/177953954968,https://i.ebayimg.com/images/g/-foAAeSwKnlps0-6/s-l500.webp,Y,PSA,9,N,N,89.95,5.99,95.94,2026-03-19,bin,False,True,PSA,9.0,
1991 Upper Deck - Short Print Michael Jordan #SP1,$14.99,$4.85,"Sold Mar 19, 2026",fargi_39,New,https://www.ebay.com/itm/168238218240,https://i.ebayimg.com/images/g/sE4AAeSw9vJpuAeu/s-l500.webp,N,,,N,Y,14.99,4.85,19.84,2026-03-19,bin,True,False,,,
"BO JACKSON Baseball Cards ***You Pick*** Royals, White Sox, Angels Revised 11/21",$1.39,$0.19,"Sold Mar 19, 2026",bezimm_59,New,https://www.ebay.com/itm/404143131845,https://i.ebayimg.com/images/g/DHIAAOSw0plj3efd/s-l500.webp,N,,,N,N,1.39,0.19,1.58,2026-03-19,bin,False,False,,,11
1991 Upper Deck Michael Jordan Rookie SP 1 Short Print Graded PSA 9 MINT,$95.00,$7.95,"Sold Mar 18, 2026",purpleturtle1215,New,https://www.ebay.com/itm/276007184316,https://i.ebayimg.com/images/g/HJMAAOSw5LVk4he~/s-l500.webp,Y,PSA,9,N,N,95.0,7.95,102.95,2026-03-18,bin,False,True,PSA,9.0,
1991 Upper Deck Michael Jordan ROOKIE #SP1 BGS 9.5 GEM MINT,$330.00,$6.00,"Sold Mar 18, 2026",dallascardshow,New,https://www.ebay.com/itm/177796857276,https://i.ebayimg.com/images/g/igEAAeSwYNFpcV~1/s-l500.webp,Y,BGS,9.5,N,N,330.0,6.0,336.0,2026-03-18,bin,False,True,BGS,9.5,
Upper Deck 1991 Michael Jordan SP1 Chicago White Sox Short Print Insert Baseball,$19.99,$5.52,"Sold Mar 18, 2026",mmcnulty24,New,https://www.ebay.com/itm/188135319927,https://i.ebayimg.com/images/g/m40AAeSwZAFpreIM/s-l500.webp,N,,,N,Y,19.99,5.52,25.51,2026-03-18,bin,True,False,,,
1991 Upper Deck Michael Jordan #SP1 NrMint+ or better Combine Shipping,$34.55,$1.54,"Sold Mar 18, 2026",jimmcmahonvintagecards,New,https://www.ebay.com/itm/198166065611,https://i.ebayimg.com/images/g/6yQAAeSw8EtprZAS/s-l500.webp,N,,,Y,N,34.55,1.54,36.09,2026-03-18,auction,False,False,,,
