title,price,shipping,sold_date,seller,condition,item_url,graded,grader,grade,auction,best_offer,price_value,shipping_value,total_value,sold_date_value,listing_type,is_best_offer,is_graded,grader_norm,grade_value,card_number_guess
1991 Stadium Club Charter Member - Bronze Ingot Nolan Ryan - In Box,$1.99,$5.52,"Sold Mar 8, 2026",pech5548,New,https://www.ebay.com/itm/227220003821,N,,,N,Y,1.99,5.52,7.51,2026-03-08,bin,True,False,,,
1991 STADIUM CLUB CHARTER MEMBER #NNO NOLAN RYAN TEXAS RANGERS,$1.99,$0.00,"Sold Jan 1, 2026",topps55,New,https://www.ebay.com/itm/397453911399,N,,,N,N,1.99,0.0,1.99,2026-01-01,bin,False,False,,,
Nolan Ryan 1991 Stadium Club Charter Member Commemorative Medallion Card,$3.00,$5.75,"Sold Feb 22, 2026",collectibleswithphil,New,https://www.ebay.com/itm/286543916550,N,,,N,Y,3.0,5.75,8.75,2026-02-22,bin,True,False,,,
1991 Stadium Club Charter Member Nolan Ryan #NNO Texas Rangers,$3.00,$0.00,"Sold Dec 27, 2025",rivercitycards_us,New,https://www.ebay.com/itm/197976897186,N,,,N,N,3.0,0.0,3.0,2025-12-27,bin,False,False,,,
Box 55: 1991 Stadium Club Charter Member UNCUT SIDE PROOF Nolan Ryan No Hitter,$14.00,$5.00,"Sold Feb 3, 2026",leximo2,New,https://www.ebay.com/itm/397368278529,N,,,N,N,14.0,5.0,19.0,2026-02-03,bin,False,False,,,55
1991 TOPPS STADIUM CLUB CHARTER MEMBERS 300TH WIN NOLAN RYAN PSA 8,$5.50,$5.99,"Sold Feb 1, 2026",psa,New,https://www.ebay.com/itm/116998137400,Y,PSA,8,Y,N,5.5,5.99,11.49,2026-02-01,auction,False,True,PSA,8.0,
Nolan Ryan 1991 Stadium Club Members Charter Card,$2.99,$1.49,"Sold Feb 13, 2026",r_o_double_b,New,https://www.ebay.com/itm/236634693912,N,,,N,N,2.99,1.49,4.48,2026-02-13,bin,False,False,,,
Box 11: 1991 St. Club Charter Member OVESIZE PROOF Nolan Ryan 300 Wins,$14.00,$3.00,"Sold Jan 7, 2026",leximo2,New,https://www.ebay.com/itm/357994955548,N,,,N,N,14.0,3.0,17.0,2026-01-07,bin,False,False,,,11
Nolan Ryan-1991 Topps Stadium Club Charter Member Texas Rangers,$1.95,$0.00,"Sold Jan 21, 2026",danpe2305,New,https://www.ebay.com/itm/287088809163,N,,,N,N,1.95,0.0,1.95,2026-01-21,bin,False,False,,,
1991 Stadium Club Charter Members Commemorative Nolan Ryan Medallion With Box,$2.99,$5.44,"Sold Feb 21, 2026",billynormick,New,https://www.ebay.com/itm/127595497867,N,,,N,N,2.99,5.44,8.43,2026-02-21,bin,False,False,,,
Nolan Ryan 1991 Topps Stadium Club Lot (4) – 2 Charter Member + 2 Members Only,$74.99,$7.70,"Sold Feb 7, 2026",mickey11050,New,https://www.ebay.com/itm/157595859034,N,,,N,Y,74.99,7.7,82.69,2026-02-07,bin,True,False,,4.0,
1991 Topps Stadium Club Charter Members Only Box Set with Nolan Ryan Medallion,$1.25,$8.65,"Sold Jan 6, 2026",chongos-cardboardandcollectibles,Brand New,https://www.ebay.com/itm/177717132987,N,,,Y,N,1.25,8.65,9.9,2026-01-06,auction,False,False,,,
1991 Topps Stadium Club Nolan Ryan Charter Member Bronze Commemorative Medallion,$5.50,$5.45,"Sold Feb 26, 2026",yinzer68,New,https://www.ebay.com/itm/376919270145,N,,,N,N,5.5,5.45,10.95,2026-02-26,bin,False,False,,,
Nolan Ryan 1991 Stadium Club Charter Members Only “7th No Hitter” Texas Rangers,$1.99,$0.00,"Sold Feb 24, 2026",cincysignatures,New,https://www.ebay.com/itm/116999505539,N,,,N,N,1.99,0.0,1.99,2026-02-24,bin,False,False,,,
