title,price,shipping,sold_date,seller,condition,item_url,graded,grader,grade,auction,best_offer,price_value,shipping_value,total_value,sold_date_value,listing_type,is_best_offer,is_graded,grader_norm,grade_value,card_number_guess
Frank Thomas 1996 Pinnacle Skylines #2,$400.00,$5.29,"Sold Mar 19, 2026",vikeshawks2180,New,https://www.ebay.com/itm/227264695584,N,,,N,Y,400.0,5.29,405.29,2026-03-19,bin,True,False,,2.0,
FRANK THOMAS 1996 PINNACLE DUFEX ARTISTS PROOF INSERT PARALLEL #62 RARE,$21.00,$5.99,"Sold Jan 4, 2026",retro_sports_co,New,https://www.ebay.com/itm/127589899149,N,,,Y,N,21.0,5.99,26.99,2026-01-04,auction,False,False,,,62
Frank Thomas 1995 Pinnacle Zenith Card #33 Chicago White Sox HOF Free Shipping,$1.49,$0.00,"Sold Feb 2, 2026",bondscoll,New,https://www.ebay.com/itm/385332636848,N,,,N,Y,1.49,0.0,1.49,2026-02-02,bin,True,False,,,33
Frank Thomas 1996 Pinnacle Slugfest #1 - Chicago White Sox,$4.00,$0.00,"Sold Mar 1, 2026",postgamecards,New,https://www.ebay.com/itm/267583500251,N,,,N,N,4.0,0.0,4.0,2026-03-01,bin,False,False,,1.0,
1996 Summit #88 Frank Thomas Silver Foilboard,$2.49,$0.00,"Sold Feb 18, 2026",gsquared_collectibles,New,https://www.ebay.com/itm/297694785081,N,,,N,N,2.49,0.0,2.49,2026-02-18,bin,False,False,,,88
Frank Thomas 1996 Pinnacle Zenith Z-Team 4 Chicago White Sox,$12.99,$0.00,"Sold Dec 22, 2025",rindo03461,New,https://www.ebay.com/itm/116939982236,N,,,N,Y,12.99,0.0,12.99,2025-12-22,bin,True,False,,4.0,
1996 Pinnacle Zenith Frank Thomas #133 White Sox,$1.55,$4.99,"Sold Mar 18, 2026",dcsports87,New,https://www.ebay.com/itm/127740055394,N,,,Y,N,1.55,4.99,6.54,2026-03-18,auction,False,False,,,133
1996 Pinnacle - Frank Thomas #323- Chicago White Sox- Free Shipping,$1.55,$0.00,"Sold Mar 20, 2026",valleyretro,New,https://www.ebay.com/itm/157715475298,N,,,N,Y,1.55,0.0,1.55,2026-03-20,bin,True,False,,,323
FRANK THOMAS 1998 PINNACLE ZENITH Z-GOLD (NO SERIAL #) RARE #6,$51.01,$5.99,"Sold Jan 21, 2026",retro_sports_co,New,https://www.ebay.com/itm/127624360416,N,,,Y,N,51.01,5.99,57.0,2026-01-21,auction,False,False,,6.0,
1996 Pinnacle Zenith Frank Thomas Z TEAM Acetate #4 & 5 Cards Read Description,$36.69,$5.00,"Sold Jan 15, 2026",koro359,New,https://www.ebay.com/itm/358097648496,N,,,Y,N,36.69,5.0,41.69,2026-01-15,auction,False,False,,4.0,
