title,price,sold_date,graded,grader,grade,auction,best_offer,shipping,seller,condition,item_url,image_url
1991 Stadium Club Charter Member Nolan Ryan Commemorative Bronze Medallion,$5.24,"Sold Feb 16, 2026",N,,,N,N,$6.45,retro1_center,New,https://www.ebay.com/itm/406094612306,https://i.ebayimg.com/images/g/4oMAAeSwH1ZojC~-/s-l500.webp
1991 Topps Stadium Club Charter Member #553 Baseball Nolan Ryan Texas Rangers,$0.99,"Sold Feb 16, 2026",N,,,Y,N,$1.49,baseballcardcenter,New,https://www.ebay.com/itm/326994196019,https://i.ebayimg.com/images/g/RQ0AAeSwobNo9P1r/s-l500.webp
Nolan Ryan HOF 1991 Stadium Club Charter Member #NNO Texas Rangers Mint,$10.00,"Sold Feb 16, 2026",N,,,N,N,$0.00,hof-rc,New,https://www.ebay.com/itm/296190043856,https://i.ebayimg.com/images/g/HoQAAOSwMrBltQPM/s-l500.webp
1991-92 NOLAN RYAN Topps Stadium Club Charter Member Limited Edition Box Set NEW,$7.00,"Sold Feb 16, 2026",N,,,Y,N,$5.95,bruggesfcjbr,Brand New,https://www.ebay.com/itm/188042180908,https://i.ebayimg.com/images/g/J1sAAeSw~JFpCjhP/s-l500.webp
1991 Stadium Club Charter Member Commemorative Nolan Ryan Medallion,$9.99,"Sold Feb 16, 2026",N,,,N,N,$0.00,cardclubhousellc,New,https://www.ebay.com/itm/236622022142,https://i.ebayimg.com/images/g/bgYAAeSwsaZphoFV/s-l500.webp
1991 Topps Stadium Club Nolan Ryan Charter Member Bronze 300th Win Tribute,$10.00,"Sold Feb 16, 2026",N,,,N,N,$0.00,xiomi44,New,https://www.ebay.com/itm/389343698694,https://i.ebayimg.com/images/g/Y~sAAeSw27JpNYIK/s-l500.webp
1991 TOPPS STADIUM CLUB CHARTER MEMBERS ONLY BOX SET WITH NOLAN RYAN MEDALLION,$18.00,"Sold Feb 15, 2026",N,,,Y,N,$7.00,mrgandy,Brand New,https://www.ebay.com/itm/188040395551,https://i.ebayimg.com/images/g/eB4AAeSw8A5pgAVH/s-l500.webp
Nolan Ryan 1991 Topps Stadium Club Charter Member Commemorative Medallion Card,$6.99,"Sold Feb 14, 2026",N,,,N,Y,$5.95,bmcloseouts,New,https://www.ebay.com/itm/136646327813,https://i.ebayimg.com/images/g/dSkAAOSwk9Rm6e~R/s-l500.webp
Nolan Ryan 1991 Stadium Club Members Charter Card,$2.99,"Sold Feb 13, 2026",N,,,N,N,$1.49,r_o_double_b,New,https://www.ebay.com/itm/236634693912,https://i.ebayimg.com/images/g/hC4AAeSwdW5pj3nR/s-l500.webp
1991 TOPPS Stadium CLUB Charter Member Box Set with Nolan Ryan Medallion,$14.99,"Sold Feb 12, 2026",N,,,N,Y,$8.81,ssien78,New,https://www.ebay.com/itm/117026477410,https://i.ebayimg.com/images/g/HyIAAeSw0bRpiMIh/s-l500.webp
