title,price,shipping,sold_date,seller,condition,item_url,image_url,graded,grader,grade,auction,best_offer,price_value,shipping_value,total_value,sold_date_value,listing_type,is_best_offer,is_graded,grader_norm,grade_value,card_number_guess
"DEREK JETER BASEBALL CARDS YOU PICK YOUR CARD, ASST. YEARS & COMPANIES (item#G8)",$0.99,$1.00,"Sold Mar 10, 2026",fireonmtn59,New,https://www.ebay.com/itm/126579957992,https://i.ebayimg.com/images/g/nCEAAOSwv1FmluiK/s-l500.webp,N,,,N,N,0.99,1.0,1.99,2026-03-10,bin,False,False,,,G8
1993 Pinnacle Derek Jeter RC #457 PSA 10 GEM MINT HOF 💎,$650.00,$0.00,"Sold Aug 16, 2025",kcfutures9,Brand New,https://www.ebay.com/itm/167639869838,https://i.ebayimg.com/images/g/eIYAAeSwPtdocDqv/s-l500.webp,Y,PSA,10,N,N,650.0,0.0,650.0,2025-08-16,bin,False,True,PSA,10.0,457
1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),$9.45,$1.32,"Sold Mar 10, 2026",tc_classic_cardboard,New,https://www.ebay.com/itm/366185926181,https://i.ebayimg.com/images/g/YOgAAeSw779piMpY/s-l500.webp,N,,,N,N,9.45,1.32,10.77,2026-03-10,bin,False,False,,,457
1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),$10.07,$1.32,"Sold Mar 10, 2026",mic-473271,New,https://www.ebay.com/itm/366249427673,https://i.ebayimg.com/images/g/2fwAAeSw5BNpqjlB/s-l500.webp,N,,,N,N,10.07,1.32,11.39,2026-03-10,bin,False,False,,,457
1993 Pinnacle 1st Round Draft Pick Derek Jeter #457 Rookie RC HOF,$7.00,$4.99,"Sold Mar 10, 2026",comc_consignment,New,https://www.ebay.com/itm/336470866266,https://i.ebayimg.com/images/g/Q58AAeSwi3ppruw9/s-l500.webp,N,,,Y,N,7.0,4.99,11.99,2026-03-10,auction,False,False,,,457
1993 Score Pinnacle Derek Jeter #457 1st Round Draft Pick (RC),$8.00,$2.00,"Sold Mar 10, 2026",jdubskicksandcards,New,https://www.ebay.com/itm/206114523458,https://i.ebayimg.com/images/g/Y9IAAeSwgvxpqnVb/s-l500.webp,N,,,Y,N,8.0,2.0,10.0,2026-03-10,auction,False,False,,,457
1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC) SGC 9 Yankees Star,$45.00,$5.07,"Sold Mar 9, 2026",jmoney05,New,https://www.ebay.com/itm/198164694850,https://i.ebayimg.com/images/g/I-cAAeSwCoZprN9T/s-l500.webp,Y,SGC,9,N,N,45.0,5.07,50.07,2026-03-09,bin,False,True,SGC,9.0,457
1993 Pinnacle Derek Jeter RC #457 PSA 8 NM-MT,$26.00,$5.85,"Sold Mar 9, 2026",emilie01-0539,New,https://www.ebay.com/itm/327026012428,https://i.ebayimg.com/images/g/AdMAAeSwTRJppd8e/s-l500.webp,Y,PSA,8,Y,N,26.0,5.85,31.85,2026-03-09,auction,False,True,PSA,8.0,457
1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),$10.00,$5.07,"Sold Mar 9, 2026",puterdude_1,New,https://www.ebay.com/itm/147065425816,https://i.ebayimg.com/images/g/BtwAAeSweq9pVbLG/s-l500.webp,N,,,N,N,10.0,5.07,15.07,2026-03-09,bin,False,False,,,457
1993 Pinnacle #457 Derek Jeter ROOKIE Card Iconic RC YANKEES,$12.99,$1.32,"Sold Mar 8, 2026",jbhofautos,New,https://www.ebay.com/itm/306807129966,https://i.ebayimg.com/images/g/AVYAAeSw2KtpqxhK/s-l500.webp,N,,,N,Y,12.99,1.32,14.31,2026-03-08,bin,True,False,,,457
1993 Pinnacle 1st Round Draft Pick PSA 8 Derek Jeter Rookie Card #457,$20.50,$5.20,"Sold Mar 8, 2026",celtgirl13,New,https://www.ebay.com/itm/306797713361,https://i.ebayimg.com/images/g/-AcAAeSwmsdppIjv/s-l500.webp,Y,PSA,8,Y,N,20.5,5.2,25.7,2026-03-08,auction,False,True,PSA,8.0,457
1993 Pinnacle 1st Round Draft Pick Derek Jeter #457 Rookie RC HOF,$6.61,$4.99,"Sold Mar 8, 2026",comc_consignment,New,https://www.ebay.com/itm/257382717879,https://i.ebayimg.com/images/g/dCUAAeSwuFlpogva/s-l500.webp,N,,,Y,N,6.61,4.99,11.6,2026-03-08,auction,False,False,,,457
1993 Pinnacle Derek Jeter 1st Round Draft Pick #457 New York Yankees Baseball,$14.00,$1.32,"Sold Mar 8, 2026",smartdogwalking,New,https://www.ebay.com/itm/168200500638,https://i.ebayimg.com/images/g/dj8AAeSw3uJppfJi/s-l500.webp,N,,,N,Y,14.0,1.32,15.32,2026-03-08,bin,True,False,,,457
1993 Pinnacle #457 Derek Jeter,$4.00,$1.25,"Sold Mar 8, 2026",cardsharksatlanta,New,https://www.ebay.com/itm/157723402829,https://i.ebayimg.com/images/g/izsAAeSwm0Bpp082/s-l500.webp,N,,,Y,N,4.0,1.25,5.25,2026-03-08,auction,False,False,,,457
1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),$15.50,$5.20,"Sold Mar 8, 2026",cove508,New,https://www.ebay.com/itm/198147209432,https://i.ebayimg.com/images/g/li4AAeSww4BppKjd/s-l500.webp,N,,,Y,N,15.5,5.2,20.7,2026-03-08,auction,False,False,,,457
1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),$10.00,$5.00,"Sold Mar 8, 2026",opo-21,New,https://www.ebay.com/itm/147190370630,https://i.ebayimg.com/images/g/sSQAAeSwzNJprDve/s-l500.webp,N,,,N,N,10.0,5.0,15.0,2026-03-08,bin,False,False,,,457
Derek Jeter 1993 Pinnacle 1st Round RC Rookie #457 PSA 8 Yankees,$35.00,$0.00,"Sold Mar 8, 2026",j_lcollectibles,New,https://www.ebay.com/itm/177843387437,https://i.ebayimg.com/images/g/5h8AAeSwaBNo3yhT/s-l500.webp,Y,PSA,8,N,N,35.0,0.0,35.0,2026-03-08,bin,False,True,PSA,8.0,457
DEREK JETER 1993 PINNACLE #457 ROOKIE RC PSA 9 MINT ✨,$39.99,$7.95,"Sold Mar 7, 2026",theserenityshoppingdepot,New,https://www.ebay.com/itm/167651245339,https://i.ebayimg.com/images/g/6AQAAeSw585oc83w/s-l500.webp,Y,PSA,9,N,N,39.99,7.95,47.94,2026-03-07,bin,False,True,PSA,9.0,457
1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),$700.00,$5.52,"Sold Mar 7, 2026",damil-9648,New,https://www.ebay.com/itm/188114457560,https://i.ebayimg.com/images/g/yHoAAeSwXH1ppijl/s-l500.webp,N,,,N,N,700.0,5.52,705.52,2026-03-07,bin,False,False,,,457
1993 Pinnacle 1st Round Draft Pick Derek Jeter #457 Rookie RC HOF,$3.25,$4.99,"Sold Mar 7, 2026",comc_consignment,New,https://www.ebay.com/itm/236657402643,https://i.ebayimg.com/images/g/4twAAeSw615poNmi/s-l500.webp,N,,,Y,N,3.25,4.99,8.24,2026-03-07,auction,False,False,,,457
1993 Pinnacle 1st Round Draft Pick Derek Jeter #457 SGC 6 Rookie RC HOF,$30.00,$4.99,"Sold Mar 7, 2026",comc_consignment,New,https://www.ebay.com/itm/236664629398,https://i.ebayimg.com/images/g/GEgAAeSwJGVppc7t/s-l500.webp,Y,SGC,6,Y,N,30.0,4.99,34.99,2026-03-07,auction,False,True,SGC,6.0,457
1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),$80.00,$7.00,"Sold Mar 7, 2026",yal_3722,New,https://www.ebay.com/itm/397660489856,https://i.ebayimg.com/images/g/D3AAAeSwhD1pV~4G/s-l500.webp,N,,,Y,N,80.0,7.0,87.0,2026-03-07,auction,False,False,,,457
1993 Pinnacle #457 Derek Jeter Rookie E1,$10.99,$0.00,"Sold Mar 6, 2026",jawasjunkyard,New,https://www.ebay.com/itm/227193449690,https://i.ebayimg.com/images/g/VS0AAeSwtElpeuUm/s-l500.webp,N,,,N,Y,10.99,0.0,10.99,2026-03-06,bin,True,False,,,457
1993 Pinnacle Baseball DEREK JETER #437 1st Round Draft Pick Yankees,$9.99,$5.45,"Sold Mar 6, 2026",sportscardsfanatic4,New,https://www.ebay.com/itm/336464020620,https://i.ebayimg.com/images/g/zFYAAeSw~ZZpqNkM/s-l500.webp,N,,,N,N,9.99,5.45,15.44,2026-03-06,bin,False,False,,,437
Pinnacle 1993 Derek Jeter 1st Round Draft Pick #457 New York Yankees Baseball,$5.50,$1.32,"Sold Mar 6, 2026",et_49077,New,https://www.ebay.com/itm/336455582261,https://i.ebayimg.com/images/g/dMkAAeSwZ9RpogyF/s-l500.webp,N,,,Y,N,5.5,1.32,6.82,2026-03-06,auction,False,False,,,457
1993 Pinnacle 1st Round Draft Pick Derek Jeter #457 (RC) Beckett 9.5,$225.00,$5.52,"Sold Mar 6, 2026",je_590578,New,https://www.ebay.com/itm/206111368832,https://i.ebayimg.com/images/g/PXgAAeSwMD1pqL86/s-l500.webp,N,,,Y,N,225.0,5.52,230.52,2026-03-06,auction,False,False,BGS,9.5,457
Derek Jeter 1993 Score Pinnacle ROOKIE #457 Yankees NRMT,$15.00,$1.32,"Sold Mar 5, 2026",thehsethatruthbult,New,https://www.ebay.com/itm/236610409571,https://i.ebayimg.com/images/g/PMMAAeSw2E9peBk6/s-l500.webp,N,,,N,N,15.0,1.32,16.32,2026-03-05,bin,False,False,,,457
1993 Pinnacle #457 Derek Jeter ROOKIE RC YANKEES,$10.50,$5.75,"Sold Mar 5, 2026",hoodyscollectibles,New,https://www.ebay.com/itm/147174012753,https://i.ebayimg.com/images/g/~0kAAeSw~AJpoHba/s-l500.webp,N,,,Y,N,10.5,5.75,16.25,2026-03-05,auction,False,False,,,457
1993 Topps - Draft Pick Derek Jeter #98 (RC) Yankees Centered - Mint,$50.00,$2.00,"Sold Mar 5, 2026",dano331,New,https://www.ebay.com/itm/377000952165,https://i.ebayimg.com/images/g/sk8AAeSwrUhppEiu/s-l500.webp,N,,,N,N,50.0,2.0,52.0,2026-03-05,bin,False,False,,,98
DEREK JETER 1993 PINNACLE #457 ROOKIE RC PSA 9 MINT ✨,$55.00,$7.95,"Sold Mar 5, 2026",theserenityshoppingdepot,New,https://www.ebay.com/itm/167651245341,https://i.ebayimg.com/images/g/ai8AAeSw3Cdoc8zP/s-l500.webp,Y,PSA,9,N,N,55.0,7.95,62.95,2026-03-05,bin,False,True,PSA,9.0,457
1993 Score Pinnacle #457 Derek Jeter RC Rookie,$5.50,$5.99,"Sold Mar 4, 2026",sportcardauctionscom,New,https://www.ebay.com/itm/206091480936,https://i.ebayimg.com/images/g/ZdcAAeSwBoFpnc1b/s-l500.webp,N,,,Y,N,5.5,5.99,11.49,2026-03-04,auction,False,False,,,457
113799290 Derek Jeter 1993 Pinnacle #457 Rookie RC PSA 9,$48.88,$5.50,"Sold Mar 4, 2026",pc_sportscards,New,https://www.ebay.com/itm/157708663351,https://i.ebayimg.com/images/g/n90AAeSweSRpn1hz/s-l500.webp,Y,PSA,9,Y,N,48.88,5.5,54.38,2026-03-04,auction,False,True,PSA,9.0,457
1993 Pinnacle #457 Derek Jeter New YOrk Yankees RC Rookie HOF BGS 8 NM-MT,$21.00,$5.50,"Sold Mar 4, 2026",probstein123,New,https://www.ebay.com/itm/376992268052,https://i.ebayimg.com/images/g/wB8AAeSwcttpn5kb/s-l500.webp,Y,BGS,8,Y,N,21.0,5.5,26.5,2026-03-04,auction,False,True,BGS,8.0,457
Derek Jeter 1993 Pinnacle #457 Rookie RC,$6.50,$5.50,"Sold Mar 4, 2026",pc_sportscards,New,https://www.ebay.com/itm/157708663537,https://i.ebayimg.com/images/g/O~sAAeSwJEJpn1Ml/s-l500.webp,N,,,Y,N,6.5,5.5,12.0,2026-03-04,auction,False,False,,,457
1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),$12.00,$1.32,"Sold Mar 4, 2026",kuuboom,New,https://www.ebay.com/itm/236657881865,https://i.ebayimg.com/images/g/dkUAAeSwayhpoSLV/s-l500.webp,N,,,N,N,12.0,1.32,13.32,2026-03-04,bin,False,False,,,457
