price_value,shipping_value,total_value,sold_date_value,listing_type,is_best_offer,card_number_guess,grader_norm,grade_value,title_short,valuation_range,valuation_note,valuation_lane
29.99,0.0,29.99,2026-03-14,bin,False,,,,1991 Upper Deck Short Print Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
20.0,3.74,23.74,2026-03-14,auction,False,,,,1991 Upper Deck - Short Print Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
29.99,8.75,38.74,2026-03-14,bin,True,,,,Michael Jordan Short Print RC #SP1 1991 Upper Deck Chicag...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
39.0,4.95,43.95,2026-03-14,auction,False,,,,1991 Upper Deck: SP1 Michael Jordan RC NR-MINT,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
22.39,5.99,28.38,2026-03-14,auction,False,,,,1991 Upper Deck #SP1 Michael Jordan Chicago White Sox RC ...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
42.69,4.99,47.68,2026-03-14,auction,False,,,,1991 Upper Deck Michael Jordan Inserts #SP1 White Sox,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
37.0,4.99,41.99,2026-03-14,auction,False,,,,1991 Upper Deck Michael Jordan Inserts #SP1 White Sox,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
13.5,5.2,18.7,2026-03-14,auction,False,,,2.0,1991 Upper Deck - Short Print Michael Jordan #SP1 2,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
16.68,5.2,21.88,2026-03-14,auction,False,,,1.0,1991 Upper Deck - Short Print Michael Jordan #SP1 1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
19.51,1.32,20.83,2026-03-14,auction,False,,,,1991 Upper Deck - Short Print Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
18.0,5.0,23.0,2026-03-14,bin,False,,,,Michael Jordan 1991 Upper Deck #SP1 Short Print Baseball RC,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
19.99,1.32,21.31,2026-03-14,bin,False,,,,1991 Upper Deck - Short Print Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
18.99,4.0,22.99,2026-03-14,bin,False,,,,1991 UPPER DECK #SP1 MICHAEL JORDAN CHICAGO WHITE SOX MAJ...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
23.0,0.0,23.0,2026-03-14,bin,True,,,,1991 Upper Deck Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
20.0,5.52,25.52,2026-03-14,auction,False,,,,1991 Upper Deck Michael Jordan SP1 Chicago White Sox Shor...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
35.0,5.07,40.07,2026-03-14,bin,True,,,,1991 Upper Deck - Short Print Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
24.0,0.0,24.0,2026-03-14,bin,True,,,,1991 Upper Deck #SP1 Michael Jordan,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
25.0,5.89,30.89,2026-03-14,bin,False,,,,1991 Upper Deck - Short Print Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
25.0,5.0,30.0,2026-02-12,bin,False,,,,1991 Upper Deck Michael Jordan SP1 Short Print Chicago Wh...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
19.99,1.5,21.49,2026-03-13,bin,False,,,,1991 Upper Deck #SP1 Michael Jordan,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
24.47,5.99,30.46,2026-03-13,auction,False,,,,1991 Upper Deck #SP1 Michael Jordan Chicago White Sox RC ...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
59.0,6.0,65.0,2026-03-13,auction,False,,,,1991 Upper Deck Short Print - Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
19.99,5.0,24.99,2026-03-13,bin,False,,,,Upper Deck 1991 Michael Jordan #SP1 Short Print Insert Ch...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
13.01,3.5,16.51,2026-03-13,auction,False,,,,1991 Upper Deck - Short Print Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
18.0,2.0,20.0,2026-03-13,bin,False,,,,1991 Upper Deck - Short Print Michael Jordan #SP1 Read,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
24.5,2.0,26.5,2026-03-13,auction,False,,,,1991 Upper Deck Michael Jordan SP1 Short Print Insert Chi...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
40.0,5.2,45.2,2026-03-13,auction,False,,,,1991 Upper Deck - Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
19.99,5.5,25.49,2026-03-13,bin,False,,,,1991 Upper Deck - Short Print Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
22.5,0.0,22.5,2026-03-13,auction,False,,,,Michael Jordan 1991 Upper Deck - Short Print #SP1 1st Bas...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
24.99,5.7,30.69,2026-03-13,bin,True,,,,Michael Jordan 1991 Upper Deck Baseball #SP1 Chicago Whit...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
26.0,5.2,31.2,2026-03-13,bin,True,,,,1991 Upper Deck - Short Print Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
34.99,6.0,40.99,2026-03-13,bin,False,,,,1991 Upper Deck SP1 Michael Jordan White Sox,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
35.34,12.75,48.09,2026-03-12,auction,False,,,,1991 UPPER DECK #SP1 MICHAEL JORDAN INSERTS,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
885.0,5.2,890.2,2026-03-12,auction,False,,,,1991 Upper Deck - Short Print Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
30.61,12.75,43.36,2026-03-12,auction,False,,,,1991 UPPER DECK #SP1 MICHAEL JORDAN INSERTS,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
19.99,5.07,25.06,2026-03-12,bin,True,,,,1991 Upper Deck Michael Jordan Short Print #SP1 Chicago W...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
25.0,5.52,30.52,2026-03-12,bin,False,,,,1991 Upper Deck Baseball Michael Jordan #SP1 Super clean NM!,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
21.39,5.99,27.38,2026-03-12,auction,False,,,,1991 Upper Deck #SP1 Michael Jordan Chicago White Sox RC ...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
32.0,4.99,36.99,2026-03-12,auction,False,,,,1991 Upper Deck Michael Jordan Inserts #SP1 White Sox,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
21.86,12.75,34.61,2026-03-12,auction,False,,,,1991 UPPER DECK #SP1 MICHAEL JORDAN INSERTS,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
20.5,1.49,21.99,2026-03-12,auction,False,,,,1991 Upper Deck #SP1 Michael Jordan Chicago White Sox RC ...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
19.95,0.99,20.94,2026-03-12,bin,False,,,,Upper Deck 1991 Michael Jordan SP1 Short Print Insert Chi...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
24.97,12.75,37.72,2026-03-12,auction,False,,,,1991 UPPER DECK #SP1 MICHAEL JORDAN INSERTS BATTING,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
19.67,12.75,32.42,2026-03-12,auction,False,,,,1991 UPPER DECK #SP1 MICHAEL JORDAN INSERTS BATTING,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
25.0,5.0,30.0,2026-03-12,bin,True,,,,1991 Upper Deck - Short Print Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
20.0,0.0,20.0,2026-03-12,bin,False,,,,1991 Upper Deck - Short Print Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
28.3,1.32,29.62,2026-03-12,auction,False,,,,1991 Upper Deck - Michael Jordan #SP1; Near Mint,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
25.0,8.75,33.75,2026-03-12,bin,False,,,,1991 Upper Deck Short Print Michael Jordan RC #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
19.99,5.5,25.49,2026-03-11,bin,False,,,,1991 Upper Deck Baseball Card #SP1 Michael Jordan (Chicag...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
15.5,7.95,23.45,2026-03-11,auction,False,,,,1991 Upper Deck Michael Jordan #SP1 Chicago White Sox HOF,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
26.0,1.5,27.5,2026-03-11,auction,False,,,,1991 Upper Deck #SP1 Michael Jordan Chicago White Sox MIN...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
21.27,4.99,26.26,2026-03-11,bin,False,,,,1991 Upper Deck #SP1 Michael Jordan,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
21.39,4.0,25.39,2026-03-11,auction,False,,,,1991 Upper Deck - #SP1 Michael Jordan (SP) Chicago White Sox,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
18.0,0.0,18.0,2026-03-11,bin,True,,,,1991 Upper Deck - Short Print Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
19.49,1.32,20.81,2026-03-11,bin,False,,,,1991 Upper Deck Michael Jordan RC Baseball SP1 Chicago Ro...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
19.98,3.0,22.98,2026-03-11,bin,False,,,,1991 Upper Deck Michael Jordan SP1 Short Print Baseball C...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
27.33,0.0,27.33,2026-03-11,bin,False,,,,1991 Upper Deck Baseball Card #SP1 Michael Jordan Chicago...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
19.99,5.2,25.19,2026-03-11,bin,False,,,,Upper Deck 1991 Michael Jordan SP1 Chicago White Sox Shor...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
25.0,4.0,29.0,2026-03-11,bin,False,,,,1991 Upper Deck Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
22.0,4.88,26.88,2026-03-11,bin,False,,,,1991 Upper Deck Michael Jordan SP1 Baseball Card,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
17.0,5.2,22.2,2026-03-11,auction,False,,,,1991 Upper Deck Michael Jordan SP1 Short Print Baseball C...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
24.99,5.29,30.28,2026-03-11,bin,False,,,,1991 Upper Deck MICHAEL JORDAN #SP1 Rookie RC Chicago Whi...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
24.0,4.99,28.99,2026-03-11,bin,True,,,,1991 Upper Deck Michael Jordan SP1 Short Print Baseball C...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
19.5,0.0,19.5,2026-03-11,bin,False,,,,1991 Upper Deck #SP1 Michael Jordan,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
12.26,0.74,13.0,2026-03-10,bin,True,,,,1991 Upper Deck #SP1 Michael Jordan,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
15.0,5.07,20.07,2026-03-10,bin,True,,,,1991 Upper Deck Michael Jordan SP1 Short Print Insert Chi...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
19.8,1.0,20.8,2026-03-10,bin,False,,,,1991 Upper Deck Michael Jordan RC Baseball SP1 Chicago Ro...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
29.0,0.0,29.0,2026-03-10,auction,False,,,,Michael Jordan #SP1 - 1991 Upper Deck,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
13.5,4.49,17.99,2026-03-10,auction,False,,,,1991 Upper Deck Short Print Baseball #SP1 Michael Jordan ...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
18.0,3.0,21.0,2026-03-10,auction,False,,,,1991 Upper Deck Short Print Michael Jordan #SP1 HOF Chica...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
34.0,5.07,39.07,2026-03-10,bin,True,,,,MICHAEL JORDAN 1991 Upper Deck Rookie RC #SP1 Chicago Whi...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
22.0,5.2,27.2,2026-03-10,bin,True,,,,1991 Upper Deck - Short Print Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
18.5,5.52,24.02,2026-03-10,bin,False,,,,1991 Upper Deck - Short Print Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
61.0,5.95,66.95,2026-03-10,auction,False,,,,1991 Upper Deck - Short Print Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
19.5,5.2,24.7,2026-03-10,bin,False,,,,1991 Upper Deck - Short Print Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
25.0,5.07,30.07,2026-03-10,bin,True,,,,1990 Upper Deck MICHAEL JORDAN Baseball Rookie Card #SP1 ...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
19.95,5.52,25.47,2026-02-20,bin,False,,,,1991 Upper Deck - Short Print Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
21.39,5.59,26.98,2026-03-09,auction,False,,,,1991 Upper Deck Short Print Michael Jordan #SP1 HOF EX+ /...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
12.02,13.09,25.11,2026-03-09,auction,False,,,,1991 Upper Deck #SP1 MICHAEL JORDAN Baseball RC * SP,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
36.0,4.95,40.95,2026-03-09,auction,False,,,,1991 Upper Deck: #SP1 Michael Jordan RC NM-MT OR BETTER,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
29.0,4.95,33.95,2026-03-09,auction,False,,,,1991 Upper Deck: #SP1 Michael Jordan RC NR-MINT,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
33.51,4.95,38.46,2026-03-09,auction,False,,,,1991 Upper Deck: #SP1 Michael Jordan RC NR-MINT,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
19.0,1.32,20.32,2026-03-09,bin,False,,,,1991 Upper Deck - Short Print Michael Jordan #SP1 No Holo...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
17.38,1.32,18.7,2026-03-09,auction,False,,,,1991 Upper Deck - Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
19.99,1.32,21.31,2026-03-09,bin,False,,,,Upper Deck 1991 Michael Jordan SP1 Short Print Chicago Wh...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
19.0,5.52,24.52,2026-03-09,bin,False,,,,1991 Upper Deck - Short Print Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
19.49,1.32,20.81,2026-03-09,bin,False,,,,1991 Upper Deck Michael Jordan RC Baseball SP1 Chicago Ro...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
19.99,1.32,21.31,2026-03-09,bin,False,,,,1991 Upper Deck - Short Print Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
19.99,1.32,21.31,2026-03-09,bin,False,,,,1991 Upper Deck - Short Print Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
5.5,5.82,11.32,2026-03-09,auction,False,,,,1991 Upper Deck - Short Print Michael Jordan #SP1 W/ Crea...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
21.85,5.09,26.94,2026-03-09,bin,False,,,,1991 Upper Deck Michael Jordan #SP1 Chicago White Sox HOF...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
23.99,4.99,28.98,2026-03-08,bin,False,,,,1991 Upper Deck - Short Print Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
18.5,5.89,24.39,2026-03-08,auction,False,,,,1991 Upper Deck - Short Print Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
34.99,8.75,43.74,2026-03-08,bin,True,,,,Michael Jordan #SP1 RC 1991 Upper Deck Chicago White Sox ...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
19.67,12.38,32.05,2026-03-08,bin,False,,,,1991 Upper Deck - Short Print Michael Jordan #SP1 Hot hot...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
15.0,1.32,16.32,2026-03-08,auction,False,,,,Upper Deck Michael Jordan #SP1 Chicago White Sox Short Pr...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
21.5,4.99,26.49,2026-03-08,auction,False,,,,1991 Upper Deck Michael Jordan Inserts #SP1 White Sox,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
24.99,6.2,31.19,2026-03-08,bin,False,,,,1991 Upper Deck - Short Print Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
40.56,4.99,45.55,2026-03-08,auction,False,,,,1991 Upper Deck Michael Jordan Inserts #SP1 White Sox,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
18.5,0.85,19.35,2026-03-08,auction,False,,,,MICHAEL JORDAN Short Print 1991 Upper Deck SP1 NM or Bett...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
19.67,13.33,33.0,2026-03-08,auction,False,,,,MICHAEL JORDAN 1991 Upper Deck Baseball Rookie RC Card #S...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
60.0,5.07,65.07,2026-03-08,bin,False,,,,1991 Upper Deck - Short Print Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
30.0,5.45,35.45,2026-03-08,bin,True,,,,1991 UPPER DECK MICHAEL JORDAN #SP1 SHORT PRINT BASEBALL ...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
15.5,5.2,20.7,2026-03-08,auction,False,,,,1991 Upper Deck - Short Print #SP1 Michael Jordan White S...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
20.0,4.75,24.75,2026-03-08,bin,False,,,,1991 Upper Deck Baseball - Short Print Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
36.0,4.95,40.95,2026-03-08,auction,False,,,,1991 Upper Deck: #SP1 Michael Jordan NM-MT OR BETTER,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
52.78,4.95,57.73,2026-03-08,auction,False,,,,1991 Upper Deck: #SP1 Michael Jordan NM-MT OR BETTER,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
19.83,4.99,24.82,2026-03-08,auction,False,,,,1991 Upper Deck Michael Jordan Inserts #SP1 White Sox,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
19.95,5.49,25.44,2026-03-08,bin,False,,,,1991 Upper Deck - Short Print Michael Jordan #SP1 No Holo...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
18.0,1.99,19.99,2026-03-08,auction,False,,,,1990 Upper Deck Michael Jordan Chicago White Sox #SP1 Bas...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
18.5,1.32,19.82,2026-03-08,auction,False,,,,1991 Upper Deck Michael Jordan RC SP1 Chicago White Sox E...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
25.0,5.52,30.52,2026-03-08,bin,True,,,,1991 Upper Deck - Short Print Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
35.0,5.2,40.2,2026-03-08,bin,True,,,,1991 UPPER DECK MICHAEL JORDAN #SP1 SHORT PRINT BASEBALL ...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
59.23,8.1,67.33,2026-03-08,bin,False,,,,1991 Upper Deck - Short Print Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
20.0,5.07,25.07,2026-03-08,bin,True,,,,1991 Upper Deck - Short Print Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
29.99,0.0,29.99,2026-03-08,bin,False,,,,Michael Jordan 1991 Upper Deck #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
18.5,1.32,19.82,2026-03-08,auction,False,,,,1991 Upper Deck - Michael Jordan #SP1 ⚾💥WOW!⚾💥,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
18.0,5.0,23.0,2026-03-08,bin,False,,,,1991 Upper Deck - Short Print Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
9.99,0.0,9.99,2026-03-08,bin,False,,,,1991 Upper Deck SP1 Michael Jordan Chicago White Sox base...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
25.0,5.0,30.0,2026-03-08,bin,False,,,,1991 UPPER DECK BASEBALL SHORT PRINT MICHAEL JORDAN NO. S...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
22.99,6.76,29.75,2026-03-08,bin,False,,,,1991 Upper Deck - #SP1 Michael Jordan - Chicago White Sox,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
19.99,5.29,25.28,2026-03-08,bin,False,,,,1991 Upper Deck - Short Print Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
8.0,1.32,9.32,2026-03-08,auction,False,,,,1991 Upper Deck Michael Jordan SP1 White Sox,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
25.0,0.75,25.75,2026-03-08,bin,True,,,,1991 Upper Deck Michael Jordan Rookie #SP1 baseball card ...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
19.99,5.29,25.28,2026-03-08,bin,True,,,,1991 Upper Deck MICHAEL JORDAN #SP1 Rookie RC Chicago Whi...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
19.99,5.29,25.28,2026-03-07,bin,False,,,,1991 Upper Deck - Short Print Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
29.99,0.0,29.99,2026-03-07,bin,False,,,,1991 Upper Deck Michael Jordan #SP1 - White Sox,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
19.02,4.95,23.97,2026-03-07,auction,False,,,,1991 Upper Deck: #SP1 Michael Jordan NM-MT OR BETTER,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
29.99,4.99,34.98,2026-03-07,bin,False,,,,Michael Jordan Short Print #SP1 1991 Upper Deck Chicago W...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
16.75,0.0,16.75,2026-03-07,bin,False,,,,1991 Upper Deck #SP1 Michael Jordan Chicago White Sox ***...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
23.0,5.07,28.07,2026-03-07,bin,True,,,,1991 Upper Deck Michael Jordan SP1 Short Print Baseball C...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
23.5,0.0,23.5,2026-03-07,auction,False,,,,1991 Upper Deck - Short Print Michael Jordan #SP1 No Holo...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
15.75,1.25,17.0,2026-03-07,auction,False,,,,1991 Upper Deck - Short Print Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
14.5,1.32,15.82,2026-03-07,auction,False,,,,Upper Deck Michael Jordan 1991 Chicago White Sox Short Pr...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
19.99,5.52,25.51,2026-03-07,bin,True,,,,1991 Upper Deck Baseball Michael Jordan #SP1 Rare Bulls W...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
24.99,5.2,30.19,2026-03-07,bin,True,,,,Michael Jordan 1991 Upper Deck #SP1 Chicago White Sox HOF...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
19.99,2.0,21.99,2026-03-07,bin,False,,,,1991 Upper Deck - Short Print #SP1 Michael Jordan basebal...,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
15.37,5.2,20.57,2026-03-07,auction,False,,,,1991 Upper Deck - Short Print Michael Jordan #SP1,$25-$112-$112,eBay Raw | Model B - Star / High Liquidity | 321 comps,eBay Raw
