title,price,shipping,sold_date,seller,condition,item_url,image_url,graded,grader,grade,auction,best_offer,price_value,shipping_value,total_value,sold_date_value,listing_type,is_best_offer,is_graded,grader_norm,grade_value,card_number_guess,item_id,search_results_url,search_result_item_url,result_position_on_page,search_page_number,search_keywords,search_sort_order
1991 TOPPS STADIUM CLUB BASEBALL #399 MARK McGWIRE SGC 8.5 NEAR MINT-MINT +,$8.00,$4.50,"Sold Mar 14, 2026",123jacs,New,https://www.ebay.com/itm/326491108281?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=12055875461&itmmeta=01KNA3NM11CYTF4AJDCCFKM8M4&hash=item4c0462f3b9:g:UpAAAOSwwE9n2KSH&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xAoNuHgCMXzubigLMTq3cPRkVQw7SytmRRQS6Yce6oQfbDdHR25zy6Vgsw903wQi929IHzF%2F0jcXopYYtJDbQf9MFg9fBzOjQAqX6nxI3YQ2brAFdInZVl5sMut7%2FoyoeN2GUCEwX65i2TwbFQRccBF8ZGRJqtEHMqDn3HT4J3VsIA%2FLsyte6fECHi1D8cCowIPZSl2qqwp2%2FBTPo5LwVKpUaICP4fYS9yPYICVdLDRzNg4OlVjeyGKvtlB6%2BAFayhlCOpjLesNEXvInAo57gpIoAmeSLtdE2rLClSRBvARYpv9wrDj7EdMJmVrnV6EQ3WvHGs52Goev3pCpUxfAIIU%7Ctkp%3ABk9SR-bA1sOqZw,https://i.ebayimg.com/images/g/UpAAAOSwwE9n2KSH/s-l500.webp,Y,SGC,8.5,N,N,8.0,4.5,12.5,2026-03-14,bin,False,True,SGC,8.5,399,326491108281,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/326491108281?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=12055875461&itmmeta=01KNA3NM11CYTF4AJDCCFKM8M4&hash=item4c0462f3b9:g:UpAAAOSwwE9n2KSH&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xAoNuHgCMXzubigLMTq3cPRkVQw7SytmRRQS6Yce6oQfbDdHR25zy6Vgsw903wQi929IHzF%2F0jcXopYYtJDbQf9MFg9fBzOjQAqX6nxI3YQ2brAFdInZVl5sMut7%2FoyoeN2GUCEwX65i2TwbFQRccBF8ZGRJqtEHMqDn3HT4J3VsIA%2FLsyte6fECHi1D8cCowIPZSl2qqwp2%2FBTPo5LwVKpUaICP4fYS9yPYICVdLDRzNg4OlVjeyGKvtlB6%2BAFayhlCOpjLesNEXvInAo57gpIoAmeSLtdE2rLClSRBvARYpv9wrDj7EdMJmVrnV6EQ3WvHGs52Goev3pCpUxfAIIU%7Ctkp%3ABk9SR-bA1sOqZw,11,1,1991 Stadium Club Baseball mark mcgwire #399,13
1991 Stadium Club Baseball Part 2 Main Set Card 251 - 500,$0.99,$1.00,"Sold Mar 11, 2026",simicards,New,https://www.ebay.com/itm/372222809599?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=12055875461&itmmeta=01KNA3NM1180EBFXHT0KN3MEGK&hash=item56aa3555ff:g:684AAOSwBV5ahNF9&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xDsCjagkIMlwJWg4hzyKI99XVYuN7NvOsyDoKhS5lXw3Hn9P6zXpzFG28dhRze6YmbhAl2FASneT38q7FX3GZO%2Fhcm%2FfJgX9ip3AKBEK8RGp1ROWwAG06dCwgJIrYBwlRCfRckLTyQKkNOXlLZJJmGeZgyDsx17ppW3kgA7bw6HU0kJFAILjAkZAjEUsBPeArLLGbOEiwIrMwOP0kuomu17%2F8Cq1HIOuN1DUdHFWVSWa4uZxGFY14Ss3p%2BxyyCbHK8dwak%2ByAQnuunztVtPVHU2MsCeXezGTFw7HZG%2BTMKAdQ%3D%3D%7Ctkp%3ABk9SR-bA1sOqZw,https://i.ebayimg.com/images/g/684AAOSwBV5ahNF9/s-l500.webp,N,,,N,N,0.99,1.0,1.99,2026-03-11,bin,False,False,,2.0,251,372222809599,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/372222809599?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=12055875461&itmmeta=01KNA3NM1180EBFXHT0KN3MEGK&hash=item56aa3555ff:g:684AAOSwBV5ahNF9&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xDsCjagkIMlwJWg4hzyKI99XVYuN7NvOsyDoKhS5lXw3Hn9P6zXpzFG28dhRze6YmbhAl2FASneT38q7FX3GZO%2Fhcm%2FfJgX9ip3AKBEK8RGp1ROWwAG06dCwgJIrYBwlRCfRckLTyQKkNOXlLZJJmGeZgyDsx17ppW3kgA7bw6HU0kJFAILjAkZAjEUsBPeArLLGbOEiwIrMwOP0kuomu17%2F8Cq1HIOuN1DUdHFWVSWa4uZxGFY14Ss3p%2BxyyCbHK8dwak%2ByAQnuunztVtPVHU2MsCeXezGTFw7HZG%2BTMKAdQ%3D%3D%7Ctkp%3ABk9SR-bA1sOqZw,12,1,1991 Stadium Club Baseball mark mcgwire #399,13
1991 Topps Stadium Club Mark McGwire #399 A's,$1.59,$0.00,"Sold Mar 9, 2026",evclev2998,New,https://www.ebay.com/itm/267306814870?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=12055875461&itmmeta=01KNA3NM11X9ARQJ193XX2JRZ2&hash=item3e3cba4d96:g:F6EAAeSwt4NoYJG0&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xCcVBwcVTvdalFDkzDQwpw3N1AwK%2FUnkGgsqIS0X4xZ1Cal5TQhLBD3DwjZ%2BnrZNxRCBUgruJbIetxMx%2FuTE6O4cWafEG8jWytf%2BPcrJXnUPuD83Bj4cDgzrKE%2Bnr%2FIaPCq2qzAlt4ss4R98PwV0DXlkxsjXLxpsNcR2PvW5hlO4hNyQFFG2E4miGt98TxFKn9w2sXghHtKGVtDkc3xIvTjNXZDgR%2FyDRo0shK5SEexIELZxdeDQsmqiHBxhQX5wXH23Giq4G050CKcK1es2ifbJLg4F6OjoTQ7Om7OwAlxb2eintJuKYtbP%2Bojdk--CqdjNGWnhKEWMtOLnuyGbvI7%7Ctkp%3ABk9SR-bA1sOqZw,https://i.ebayimg.com/images/g/F6EAAeSwt4NoYJG0/s-l500.webp,N,,,N,Y,1.59,0.0,1.59,2026-03-09,bin,True,False,,,399,267306814870,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/267306814870?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=12055875461&itmmeta=01KNA3NM11X9ARQJ193XX2JRZ2&hash=item3e3cba4d96:g:F6EAAeSwt4NoYJG0&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xCcVBwcVTvdalFDkzDQwpw3N1AwK%2FUnkGgsqIS0X4xZ1Cal5TQhLBD3DwjZ%2BnrZNxRCBUgruJbIetxMx%2FuTE6O4cWafEG8jWytf%2BPcrJXnUPuD83Bj4cDgzrKE%2Bnr%2FIaPCq2qzAlt4ss4R98PwV0DXlkxsjXLxpsNcR2PvW5hlO4hNyQFFG2E4miGt98TxFKn9w2sXghHtKGVtDkc3xIvTjNXZDgR%2FyDRo0shK5SEexIELZxdeDQsmqiHBxhQX5wXH23Giq4G050CKcK1es2ifbJLg4F6OjoTQ7Om7OwAlxb2eintJuKYtbP%2Bojdk--CqdjNGWnhKEWMtOLnuyGbvI7%7Ctkp%3ABk9SR-bA1sOqZw,13,1,1991 Stadium Club Baseball mark mcgwire #399,13
1991 TOPPS STADIUM CLUB BASEBALL #399 MARK MCGWIRE,$1.43,$2.15,"Sold Feb 22, 2026",incrediblecollectiblesinc,New,https://www.ebay.com/itm/227226420603?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&itmmeta=01KNA3NM115DPS63XZKGAF530J&hash=item34e7c0057b:g:TXkAAeSw1KlpmT2x&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xA3qzyGg2ASJKlSfUc6pTFG585f9%2BgAvXDF9O93Lrx9qrtqNwDOhSt4c7fqgC6g92wVgPlVVMMZ3gECgU1UbNwjKrgcOT13PgcdvQ9zX3cexgCy3gQBWzAvJPKhsDqq17Awihv3x2pgDQa9Mq3zSRniXTwvQxzYnMOEuGelA3vJNacGesqOx0mFfAPYs17KKNVmE6YiMfieSfDIjRVifKjnj5V%2Ff4FcK%2FzhdMKRg2V%2Bm%2BBW7otRnSrOFUKAqzxmudwHvQVglQK0I9KOvR9UgFQ9uFyf76y7lxWH3ilXhLf%2BPw%3D%3D%7Ctkp%3ABk9SR-bA1sOqZw,https://i.ebayimg.com/images/g/TXkAAeSw1KlpmT2x/s-l500.webp,N,,,N,Y,1.43,2.15,3.58,2026-02-22,bin,True,False,,,399,227226420603,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/227226420603?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&itmmeta=01KNA3NM115DPS63XZKGAF530J&hash=item34e7c0057b:g:TXkAAeSw1KlpmT2x&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xA3qzyGg2ASJKlSfUc6pTFG585f9%2BgAvXDF9O93Lrx9qrtqNwDOhSt4c7fqgC6g92wVgPlVVMMZ3gECgU1UbNwjKrgcOT13PgcdvQ9zX3cexgCy3gQBWzAvJPKhsDqq17Awihv3x2pgDQa9Mq3zSRniXTwvQxzYnMOEuGelA3vJNacGesqOx0mFfAPYs17KKNVmE6YiMfieSfDIjRVifKjnj5V%2Ff4FcK%2FzhdMKRg2V%2Bm%2BBW7otRnSrOFUKAqzxmudwHvQVglQK0I9KOvR9UgFQ9uFyf76y7lxWH3ilXhLf%2BPw%3D%3D%7Ctkp%3ABk9SR-bA1sOqZw,14,1,1991 Stadium Club Baseball mark mcgwire #399,13
1991 Stadium Club Baseball Mark McGwire 3 Card Lot #399 Set Break NM,$1.99,$0.00,"Sold Mar 6, 2026",snabe3,New,https://www.ebay.com/itm/267476149687?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&itmmeta=01KNA3NM110745QAANCCJKN4JC&hash=item3e46d225b7:g:MLUAAeSw5q1pGi2p&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xDRMkM%2Fy1U%2FrfwCg2QRmAr%2FQNGKFjlMj0B%2Bbbg2tPBxZrNJb1TieaedmRmcuPTsW1hvBsag1ycUuH7MG8XnHLMksWA1aZzbC8kjgdWKpZ%2BTARWmBIqtZJ1bwL5JN2%2B%2BpmoT56kwjq7dCc%2BI60w%2FEEnTTWHq9LZNMreiym78Ht5RuFcniQ6UsVfEYpP7PNaPP57ln9jXaA6hHc47s9fhr61DCTu9xAse0zlGe%2BQw28Hr877qxjsn1%2F3UTN5Ewr0Dj1IISDjjztQB8KJgFe7SvTzlMVeo8VJKWfTv3%2FISD%2B30bB6eepKSmYHUYNzVECChlxt%2Be%2FvxshoxVNSAxBgDt68D%7Ctkp%3ABk9SR-jA1sOqZw,https://i.ebayimg.com/images/g/MLUAAeSw5q1pGi2p/s-l500.webp,N,,,N,N,1.99,0.0,1.99,2026-03-06,bin,False,False,,3.0,399,267476149687,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/267476149687?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&itmmeta=01KNA3NM110745QAANCCJKN4JC&hash=item3e46d225b7:g:MLUAAeSw5q1pGi2p&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xDRMkM%2Fy1U%2FrfwCg2QRmAr%2FQNGKFjlMj0B%2Bbbg2tPBxZrNJb1TieaedmRmcuPTsW1hvBsag1ycUuH7MG8XnHLMksWA1aZzbC8kjgdWKpZ%2BTARWmBIqtZJ1bwL5JN2%2B%2BpmoT56kwjq7dCc%2BI60w%2FEEnTTWHq9LZNMreiym78Ht5RuFcniQ6UsVfEYpP7PNaPP57ln9jXaA6hHc47s9fhr61DCTu9xAse0zlGe%2BQw28Hr877qxjsn1%2F3UTN5Ewr0Dj1IISDjjztQB8KJgFe7SvTzlMVeo8VJKWfTv3%2FISD%2B30bB6eepKSmYHUYNzVECChlxt%2Be%2FvxshoxVNSAxBgDt68D%7Ctkp%3ABk9SR-jA1sOqZw,15,1,1991 Stadium Club Baseball mark mcgwire #399,13
1991 Topps Stadium Club #399 Mark McGwire Oakland Athletics 🔥⚾🔥,$0.99,$0.95,"Sold Mar 6, 2026",cwstradingcards,New,https://www.ebay.com/itm/364176639141?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=12055875461&itmmeta=01KNA3NM11FJSB9RMHQQKJP1EX&hash=item54ca9e84a5:g:O9UAAOSwRRpgQtP-&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xDft%2FyF4k4I4DJ1v8e784ihKNdceU%2Bsv5%2Fs4bEVkTzqGGUPsCygO%2FfHbqhxYKNGOvYDjBH0reoHg0n0zBrFvnvS2WL6zC2EQKYS1aW41myzP9YIdljQkbSWTc2BSVTX61xqcUoG7RNjMcx8365SoMXXgie8vQZGMBhKjCuH5Ut5qgu9Fv8ZN4Zt4rrSh5lMRX4c%2Fxuka3x21FhqudcgJdxtvWoZx2xe1ZhMdnYxGromHPlQsGNwGh6xmf6IlVhMdlxZ3r25PhBDEQVgMe6r0iQ2u4zwhWSnWP4ck2TKK9y8sg%3D%3D%7Ctkp%3ABk9SR-jA1sOqZw,https://i.ebayimg.com/images/g/O9UAAOSwRRpgQtP-/s-l500.webp,N,,,N,N,0.99,0.95,1.94,2026-03-06,bin,False,False,,,399,364176639141,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/364176639141?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=12055875461&itmmeta=01KNA3NM11FJSB9RMHQQKJP1EX&hash=item54ca9e84a5:g:O9UAAOSwRRpgQtP-&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xDft%2FyF4k4I4DJ1v8e784ihKNdceU%2Bsv5%2Fs4bEVkTzqGGUPsCygO%2FfHbqhxYKNGOvYDjBH0reoHg0n0zBrFvnvS2WL6zC2EQKYS1aW41myzP9YIdljQkbSWTc2BSVTX61xqcUoG7RNjMcx8365SoMXXgie8vQZGMBhKjCuH5Ut5qgu9Fv8ZN4Zt4rrSh5lMRX4c%2Fxuka3x21FhqudcgJdxtvWoZx2xe1ZhMdnYxGromHPlQsGNwGh6xmf6IlVhMdlxZ3r25PhBDEQVgMe6r0iQ2u4zwhWSnWP4ck2TKK9y8sg%3D%3D%7Ctkp%3ABk9SR-jA1sOqZw,16,1,1991 Stadium Club Baseball mark mcgwire #399,13
MARK MCGWIRE ATHLETICS 1991 TOPPS STADIUM CLUB BASE CARD #399,$1.59,$0.00,"Sold Mar 1, 2026",enforcer-1,New,https://www.ebay.com/itm/157682145712?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=12055875461&itmmeta=01KNA3NM116RWPYCAM848GHV4X&hash=item24b69699b0:g:QFUAAeSwo7hpkKVo&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xDSzKDzf32M1cFCd5v3Zd76SACnyUTNmhkTdcA6DbcI%2FkciCCiJj7wpnUi5DWVaoec%2BwXXVJau1a2GZu5ovr9S6yj3SMNrisHpE9Ow441FJYj15hDeAazLph%2B6gD22Pgw15gl4JdC8izgCgdB%2F%2BhTrnmkKf8osGd1YsyCYNzoHRHE7%2FzjNVSz2He%2F203vdFkfc611I3FpKjunE%2BGZN8yTMxTa2NmowNdkbJ%2FL4F2xOR8f3zgBOBC9IuHHiMSj668SHItP40Jp1ZLHu2ZcKcakLLVPL98VDhR97f85PtPMw6dA%3D%3D%7Ctkp%3ABk9SR-jA1sOqZw,https://i.ebayimg.com/images/g/QFUAAeSwo7hpkKVo/s-l500.webp,N,,,N,N,1.59,0.0,1.59,2026-03-01,bin,False,False,,,399,157682145712,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/157682145712?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=12055875461&itmmeta=01KNA3NM116RWPYCAM848GHV4X&hash=item24b69699b0:g:QFUAAeSwo7hpkKVo&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xDSzKDzf32M1cFCd5v3Zd76SACnyUTNmhkTdcA6DbcI%2FkciCCiJj7wpnUi5DWVaoec%2BwXXVJau1a2GZu5ovr9S6yj3SMNrisHpE9Ow441FJYj15hDeAazLph%2B6gD22Pgw15gl4JdC8izgCgdB%2F%2BhTrnmkKf8osGd1YsyCYNzoHRHE7%2FzjNVSz2He%2F203vdFkfc611I3FpKjunE%2BGZN8yTMxTa2NmowNdkbJ%2FL4F2xOR8f3zgBOBC9IuHHiMSj668SHItP40Jp1ZLHu2ZcKcakLLVPL98VDhR97f85PtPMw6dA%3D%3D%7Ctkp%3ABk9SR-jA1sOqZw,17,1,1991 Stadium Club Baseball mark mcgwire #399,13
"Mark McGwire MEGA SALE - You Pick - RC, Inserts, Base Set - Listing 1 of 3!",$0.99,$0.00,"Sold Feb 28, 2026",maple_city_card_corner,New,https://www.ebay.com/itm/274981080131?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=12055875461&itmmeta=01KNA3NM12X0YYC20V2NDK3SCR&hash=item4006264c43:g:tCAAAOSwuG9hXbhD&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xBR%2BhJDsvACZesuUugfd6oQDST%2BoPPTjum2NBaDEN%2Fhqhrt%2ByAizYBC187Ma9PSl%2BAmgrhbqTs6iGRrb4MkBD6tB8j8mv5HAOgNdBNBX%2F38%2BA1sx0cPsh2Lc8xAYAUJAh7yxJZeTLFd6KvR4zbpU5bhCIEjr9Yom4%2BknvFLoXILgfkcXotMrLFPzTl%2BSefqEk%2Fv7%2B5vQEWfZta2UGr0y9dhmr94hRz%2BMkMMz9Oyws%2BqDbS8EqwPbhrVpT6ltjs9CKsobbTy6IsCl%2B2qwyzU%2Fahq88n0S2idL1gmg0oZXeze0Rl9I2wfeoIgVCW%2BNCluHQv5Gml22lmcbs5fqeBWMFSt%7Ctkp%3ABk9SR-jA1sOqZw,https://i.ebayimg.com/images/g/tCAAAOSwuG9hXbhD/s-l500.webp,N,,,N,N,0.99,0.0,0.99,2026-02-28,bin,False,False,,1.0,,274981080131,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/274981080131?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=12055875461&itmmeta=01KNA3NM12X0YYC20V2NDK3SCR&hash=item4006264c43:g:tCAAAOSwuG9hXbhD&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xBR%2BhJDsvACZesuUugfd6oQDST%2BoPPTjum2NBaDEN%2Fhqhrt%2ByAizYBC187Ma9PSl%2BAmgrhbqTs6iGRrb4MkBD6tB8j8mv5HAOgNdBNBX%2F38%2BA1sx0cPsh2Lc8xAYAUJAh7yxJZeTLFd6KvR4zbpU5bhCIEjr9Yom4%2BknvFLoXILgfkcXotMrLFPzTl%2BSefqEk%2Fv7%2B5vQEWfZta2UGr0y9dhmr94hRz%2BMkMMz9Oyws%2BqDbS8EqwPbhrVpT6ltjs9CKsobbTy6IsCl%2B2qwyzU%2Fahq88n0S2idL1gmg0oZXeze0Rl9I2wfeoIgVCW%2BNCluHQv5Gml22lmcbs5fqeBWMFSt%7Ctkp%3ABk9SR-jA1sOqZw,18,1,1991 Stadium Club Baseball mark mcgwire #399,13
1991 STADIUM CLUB #399 MARK McGWIRE ATHLETICS PSA 10,$34.99,$5.00,"Sold Feb 24, 2026",4_sharp_corners,New,https://www.ebay.com/itm/267579182836?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=12055875461&itmmeta=01KNA3NM121CJ1S3QTDH324BA9&hash=item3e4cf64ef4:g:-lEAAeSwAiNplOw-&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xAc%2BTylfYK5QtXZRNogkX9FBaEnwMDlkmPMb0lrbnVfgKiHNzmdNavO2NaCzc2zOVlU3s61LvoLpzLZqmWEyGGT2aMrgJVKUX%2F3oovxKXBz7KlIwD1mX4tZ3VjEalRviJpzazL2gqYvHmFFoXR1gKl6MamFwzfsLknX3HQBpj8VSufYK1zqoSNfYAgNFnhmWMS4DjlHaomGPSmTikTLaEUeF1UotrEQ6QDjoiHBtKC0gAA9U14jgDsjUcziUWECMqQpSIZMqxYXygGg3uJx9NaklYLX%2BMl%2Bv3n5c2gMlGvV%2FD%2FOVcrwBwlGlNrckeuyLZwMgznBlhXtPYhbwWA7gY4R%7Ctkp%3ABk9SR-jA1sOqZw,https://i.ebayimg.com/images/g/-lEAAeSwAiNplOw-/s-l500.webp,Y,PSA,10,Y,N,34.99,5.0,39.99,2026-02-24,auction,False,True,PSA,10.0,399,267579182836,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/267579182836?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=12055875461&itmmeta=01KNA3NM121CJ1S3QTDH324BA9&hash=item3e4cf64ef4:g:-lEAAeSwAiNplOw-&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xAc%2BTylfYK5QtXZRNogkX9FBaEnwMDlkmPMb0lrbnVfgKiHNzmdNavO2NaCzc2zOVlU3s61LvoLpzLZqmWEyGGT2aMrgJVKUX%2F3oovxKXBz7KlIwD1mX4tZ3VjEalRviJpzazL2gqYvHmFFoXR1gKl6MamFwzfsLknX3HQBpj8VSufYK1zqoSNfYAgNFnhmWMS4DjlHaomGPSmTikTLaEUeF1UotrEQ6QDjoiHBtKC0gAA9U14jgDsjUcziUWECMqQpSIZMqxYXygGg3uJx9NaklYLX%2BMl%2Bv3n5c2gMlGvV%2FD%2FOVcrwBwlGlNrckeuyLZwMgznBlhXtPYhbwWA7gY4R%7Ctkp%3ABk9SR-jA1sOqZw,19,1,1991 Stadium Club Baseball mark mcgwire #399,13
1991 Stadium Club Baseball #399 Mark McGwire - VG - Oakland Athletics,$1.25,$0.00,"Sold Feb 21, 2026",saathoffssportscards,New,https://www.ebay.com/itm/336417956963?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=12055875461&itmmeta=01KNA3NM129G95KG5TKP9RH0EX&hash=item4e5412a463:g:EZcAAeSwLU1pgP1h&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xBMNajxSG1bVhWt0M3doteED%2BqDWBfVE1FSHxM95MNHvs7yLy7SWfg958hZyq7gaeipCpz%2BguZSzdSEn22xoi8H0rDqi8yz7wXocgPk3wD%2Fevp6V2XcRaPHQO61uuZUUmAs05nIZ%2FJgysBsPvbEaNcATlpGpuPrSkgHn%2FFAiLMPlnFWOgPM7cezCIWUUSI%2B%2BuVKhJPMLPsRwsYVHUzyFfWlQdNC8%2BEB7B9K2ie39iY9Fs%2F1m6Eu4%2Bei0squkwZidb5YBM%2FRv7n9A87u1hgh%2BbGIL5no2JijHLrPCZnMss2%2FCHVqnfR%2FuP7zv3j4PIHfsWV2XMEJHR6Pj5Q%2BnXeyRYJe%7Ctkp%3ABk9SR-jA1sOqZw,https://i.ebayimg.com/images/g/EZcAAeSwLU1pgP1h/s-l500.webp,N,,,N,Y,1.25,0.0,1.25,2026-02-21,bin,True,False,,,399,336417956963,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/336417956963?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=12055875461&itmmeta=01KNA3NM129G95KG5TKP9RH0EX&hash=item4e5412a463:g:EZcAAeSwLU1pgP1h&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xBMNajxSG1bVhWt0M3doteED%2BqDWBfVE1FSHxM95MNHvs7yLy7SWfg958hZyq7gaeipCpz%2BguZSzdSEn22xoi8H0rDqi8yz7wXocgPk3wD%2Fevp6V2XcRaPHQO61uuZUUmAs05nIZ%2FJgysBsPvbEaNcATlpGpuPrSkgHn%2FFAiLMPlnFWOgPM7cezCIWUUSI%2B%2BuVKhJPMLPsRwsYVHUzyFfWlQdNC8%2BEB7B9K2ie39iY9Fs%2F1m6Eu4%2Bei0squkwZidb5YBM%2FRv7n9A87u1hgh%2BbGIL5no2JijHLrPCZnMss2%2FCHVqnfR%2FuP7zv3j4PIHfsWV2XMEJHR6Pj5Q%2BnXeyRYJe%7Ctkp%3ABk9SR-jA1sOqZw,20,1,1991 Stadium Club Baseball mark mcgwire #399,13
