title,price,shipping,sold_date,seller,condition,item_url,graded,grader,grade,auction,best_offer,price_value,shipping_value,total_value,sold_date_value,listing_type,is_best_offer,is_graded,grader_norm,grade_value,card_number_guess
(3) Sealed Boxes Topps Stadium Club 1991 MEMBERS ONLY LIMITED Edition Cards,$15.00,$0.00,"Sold Mar 6, 2026",bcab,Brand New,https://www.ebay.com/itm/317945779473,N,,,N,Y,15.0,0.0,15.0,2026-03-06,bin,True,False,,3.0,
1991 Topps Stadium Club Members Only Rickey Henderson Running SGC 9 MINT COND,$9.99,$5.00,"Sold Mar 5, 2026",jowy7775,New,https://www.ebay.com/itm/358252750647,Y,SGC,9,Y,N,9.99,5.0,14.99,2026-03-05,auction,False,True,SGC,9.0,
1991 Stadium Club Members Only Jeff Bagwell Astros RC Rookie HOF PSA 8.5,$15.00,$1.32,"Sold Mar 5, 2026",ironfistcards,New,https://www.ebay.com/itm/336261256203,Y,PSA,8.5,N,N,15.0,1.32,16.32,2026-03-05,bin,False,True,PSA,8.5,
Topps Stadium Club Members Only Unopened Boxes 1991 (2) 1992 (6) 1993(2) 9 Total,$29.99,$7.50,"Sold Mar 5, 2026",fenchenzel,Brand New,https://www.ebay.com/itm/227235956001,N,,,Y,N,29.99,7.5,37.49,2026-03-05,auction,False,False,,2.0,
1991 Stadium Club Charter Topps Stadium Club Members Only Fernando Valenzuela,$1.65,$0.75,"Sold Mar 4, 2026",michaeorteg_63,New,https://www.ebay.com/itm/188025609801,N,,,N,N,1.65,0.75,2.4,2026-03-04,bin,False,False,,,
1991 Topps Stadium Club Members Only Nolan Ryan Texas Rangers Baseball Card,$0.99,$1.03,"Sold Mar 3, 2026",jackieed12,New,https://www.ebay.com/itm/277729884963,N,,,N,N,0.99,1.03,2.02,2026-03-03,bin,False,False,,,
Nolan Ryan-1991 Topps Stadium Club Members Only Texas Rangers,$1.95,$0.00,"Sold Mar 1, 2026",danpe2305,New,https://www.ebay.com/itm/287088809174,N,,,N,Y,1.95,0.0,1.95,2026-03-01,bin,True,False,,,
Frank Thomas cards (1991-1999) White Sox - You Choose,$0.99,$0.75,"Sold Feb 28, 2026",sjosing,New,https://www.ebay.com/itm/376575621761,N,,,N,N,0.99,0.75,1.74,2026-02-28,bin,False,False,,,
1991 GEORGE BRETT TOPPS STADIUM CLUB MEMBERS ONLY THREE DECADE CHAMP CARD,$0.65,$0.00,"Sold Feb 28, 2026",gb89953qy3,New,https://www.ebay.com/itm/366222773487,N,,,Y,N,0.65,0.0,0.65,2026-02-28,auction,False,False,,,
1991/92 TOPPS STADIUM CLUB MEMBERS ONLY BASEBALL NOLAN RYAN 7TH NO-HITTER KSA 9,$5.50,$8.99,"Sold Feb 27, 2026",pacificauctionslimited,New,https://www.ebay.com/itm/358239864073,N,,,Y,N,5.5,8.99,14.49,2026-02-27,auction,False,False,,9.0,92
1991/92 TOPPS STADIUM CLUB CHARTER MEMBER BASEBALL RICKEY HENDERSON THIEF KSA 9,$5.78,$8.99,"Sold Feb 27, 2026",pacificauctionslimited,New,https://www.ebay.com/itm/358239862761,N,,,Y,N,5.78,8.99,14.77,2026-02-27,auction,False,False,,9.0,92
(2)x Rickey Henderson 939... Topps 1991 Stadium Club Members Only Baseball Cards,$4.99,$1.99,"Sold Feb 25, 2026",bmcloseouts,New,https://www.ebay.com/itm/136628886226,N,,,N,Y,4.99,1.99,6.98,2026-02-25,bin,True,False,,2.0,939
Rickey Henderson cards (1986-2024) A's Yankees Red Sox Padres - You Choose,$0.99,$0.75,"Sold Feb 25, 2026",sjosing,New,https://www.ebay.com/itm/376536428250,N,,,N,N,0.99,0.75,1.74,2026-02-25,bin,False,False,,,
Terry Pendleton 1991 Stadium Club Members Only Atlanta Braves #NNO DD179,$1.67,$0.00,"Sold Feb 25, 2026",sportscardshobby,New,https://www.ebay.com/itm/187683778967,N,,,N,N,1.67,0.0,1.67,2026-02-25,bin,False,False,,,
1991 Topps Stadium Club Ken Griffey Jr CHARTER MEMBER Mariners HOF Mint,$2.79,$0.00,"Sold Feb 24, 2026",csdcards,New,https://www.ebay.com/itm/389507914530,N,,,N,N,2.79,0.0,2.79,2026-02-24,bin,False,False,,,
Nolan Ryan 1991 Stadium Club Charter Members Only “7th No Hitter” Texas Rangers,$1.99,$0.00,"Sold Feb 24, 2026",cincysignatures,New,https://www.ebay.com/itm/116999505539,N,,,N,N,1.99,0.0,1.99,2026-02-24,bin,False,False,,,
1991 TOPPS STADIUM CLUB MEMBERS ONLY RICKEY HENDERSON HOF- RAW CARD,$2.92,$7.30,"Sold Feb 22, 2026",incrediblecollectiblesinc,New,https://www.ebay.com/itm/227087023849,N,,,N,Y,2.92,7.3,10.22,2026-02-22,bin,True,False,,,
1991 Topps Stadium Club Nolan Ryan Gold Medallion Charter Member,$4.00,$5.52,"Sold Feb 22, 2026",bw5-collectibles,New,https://www.ebay.com/itm/298036561120,N,,,Y,N,4.0,5.52,9.52,2026-02-22,auction,False,False,,,
"U Pick from 200 + different Cal Ripken items - Oddball, magazine, food issues",$1.00,$1.60,"Sold Feb 22, 2026",nedco7,New,https://www.ebay.com/itm/134106315850,N,,,N,N,1.0,1.6,2.6,2026-02-22,bin,False,False,,,200
Rickey Henderson 1991 Stadium Club Members Only #NNO NM-MT OR BETTER Athletics,$1.99,$0.00,"Sold Feb 6, 2026",montereysportscards,New,https://www.ebay.com/itm/335935243299,N,,,N,Y,1.99,0.0,1.99,2026-02-06,bin,True,False,,,
1991 Stadium Club Members Only Cal Ripken Baltimore Orioles HOF BCCG 10 Pop 1!,$19.99,$5.99,"Sold Feb 21, 2026",collectorscrossroads,New,https://www.ebay.com/itm/336435948345,N,,,Y,N,19.99,5.99,25.98,2026-02-21,auction,False,True,,10.0,
"1991 Topps Stadium Club Members Only Nolan Ryan Medallion, collector cards etc.",$5.50,$6.00,"Sold Feb 21, 2026",pstrohm,New,https://www.ebay.com/itm/406310141137,N,,,N,N,5.5,6.0,11.5,2026-02-21,bin,False,False,,,
1991 Stadium Club Charter Members Commemorative Nolan Ryan Medallion With Box,$2.99,$5.44,"Sold Feb 21, 2026",billynormick,New,https://www.ebay.com/itm/127595497867,N,,,N,N,2.99,5.44,8.43,2026-02-21,bin,False,False,,,
Rickey Henderson-1991 Topps Stadium Club Members Only Oakland Athletics,$1.75,$0.00,"Sold Feb 21, 2026",danpe2305,New,https://www.ebay.com/itm/287093583720,N,,,N,Y,1.75,0.0,1.75,2026-02-21,bin,True,False,,,
1991 Stadium Club Members Only Rickey Henderson Top Thief #NNO Athletics,$1.50,$0.74,"Sold Feb 21, 2026",aamchenry,New,https://www.ebay.com/itm/358210808363,N,,,N,Y,1.5,0.74,2.24,2026-02-21,bin,True,False,,,
1991 Stadium Club Members Only #NNO A.L. Home Run Leaders,$1.00,$1.00,"Sold Feb 21, 2026",kaynes_cards,New,https://www.ebay.com/itm/257362018577,N,,,N,Y,1.0,1.0,2.0,2026-02-21,bin,True,False,,,
Rickey Henderson 1991 Stadium Club Members Only #NNO! 2 Card Min! See Desc!,$0.99,$0.00,"Sold Feb 21, 2026",grayssportscardsinc,New,https://www.ebay.com/itm/376978595017,N,,,N,Y,0.99,0.0,0.99,2026-02-21,bin,True,False,,2.0,
1991 Stadium Club Members Only #NNO Nolan Ryan Rangers HOF,$1.99,$1.49,"Sold Feb 21, 2026",r_o_double_b,New,https://www.ebay.com/itm/236634745289,N,,,N,N,1.99,1.49,3.48,2026-02-21,bin,False,False,,,
1991 Topps Stadium Club Members Only - Nolan Ryan Ryan Extends Record,$1.49,$1.49,"Sold Feb 21, 2026",r_o_double_b,New,https://www.ebay.com/itm/236634746459,N,,,N,N,1.49,1.49,2.98,2026-02-21,bin,False,False,,,
1991 Stadium Club Members Only #14 Carlton Fisk - BB,$0.99,$1.50,"Sold Feb 20, 2026",1967dew,New,https://www.ebay.com/itm/376841589050,N,,,N,N,0.99,1.5,2.49,2026-02-20,bin,False,False,,,14
1991 Stadium Club Members Only Baseball Card #8 Robby Thompson,$1.49,$0.00,"Sold Feb 19, 2026",baseballcardconnection,New,https://www.ebay.com/itm/127390074495,N,,,N,N,1.49,0.0,1.49,2026-02-19,bin,False,False,,8.0,
1991 Stadium Club Members Only Rickey Henderson A's NN MINT HOF,$1.99,$0.00,"Sold Feb 18, 2026",harvefj,New,https://www.ebay.com/itm/116824590403,N,,,N,N,1.99,0.0,1.99,2026-02-18,bin,False,False,,,
1991 Rickey Henderson Topps Stadium Club Members Only Top Thief CGC Gem Mint 10,$39.99,$4.99,"Sold Feb 5, 2026",chuckw99,New,https://www.ebay.com/itm/358008147273,Y,CGC,10,N,N,39.99,4.99,44.98,2026-02-05,bin,False,True,CGC,10.0,
1991 Topps Stadium Club Rickey Henderson Members Only Oakland Athletics,$2.00,$5.07,"Sold Feb 18, 2026",brhou273,New,https://www.ebay.com/itm/306346038251,N,,,N,Y,2.0,5.07,7.07,2026-02-18,bin,True,False,,,
1991 STADIUM CLUB MEMBERS ONLY #NNO NOLAN RYAN TEXAS RANGERS,$1.75,$0.00,"Sold Feb 17, 2026",topps55,New,https://www.ebay.com/itm/277621306100,N,,,N,N,1.75,0.0,1.75,2026-02-17,bin,False,False,,,
1991 Stadium Club Members Only #NNO Jeff Bagwell,$1.39,$0.79,"Sold Feb 16, 2026",fliptilirip,New,https://www.ebay.com/itm/286805187794,N,,,N,N,1.39,0.79,2.18,2026-02-16,bin,False,False,,,
Nolan Ryan-1991 Topps Stadium Club Members Only 7th No Hitter Texas Rangers,$2.65,$0.00,"Sold Feb 15, 2026",danpe2305,New,https://www.ebay.com/itm/287088809151,N,,,N,Y,2.65,0.0,2.65,2026-02-15,bin,True,False,,,
Rickey Henderson Base/Inserts - You Pick - $2.00 or 2 Card Minimum,$2.00,$0.00,"Sold Feb 15, 2026",disabled_vet,New,https://www.ebay.com/itm/116246584450,N,,,N,N,2.0,0.0,2.0,2026-02-15,bin,False,False,,2.0,00
1991 TOPPS STADIUM CLUB CHARTER MEMBERS ONLY BOX SET WITH NOLAN RYAN MEDALLION,$18.00,$7.00,"Sold Feb 15, 2026",mrgandy,Brand New,https://www.ebay.com/itm/188040395551,N,,,Y,N,18.0,7.0,25.0,2026-02-15,auction,False,False,,,
1991 CAL RIPKEN JR STADIUM CLUB MEMBERS ONLY 2ND CAREER MVP AWARD CARD,$0.64,$0.00,"Sold Feb 15, 2026",gb89953qy3,New,https://www.ebay.com/itm/366191040425,N,,,Y,N,0.64,0.0,0.64,2026-02-15,auction,False,False,,,
1991 STADIUM CLUB MEMBERS ONLY #NNO RICKEY HENDERSON OAKLAND A'S,$1.75,$0.00,"Sold Feb 15, 2026",topps55,New,https://www.ebay.com/itm/236560046201,N,,,N,N,1.75,0.0,1.75,2026-02-15,bin,False,False,,,
Cal Ripken Jr Base/Inserts - You Pick - $2.00 or 2 Card Minimum,$2.00,$0.00,"Sold Feb 15, 2026",disabled_vet,New,https://www.ebay.com/itm/115573052463,N,,,N,N,2.0,0.0,2.0,2026-02-15,bin,False,False,,2.0,00
1991 Topps Stadium Club Members Only - Roger Clemens,$1.99,$0.00,"Sold Feb 14, 2026",actual_idiots-27,New,https://www.ebay.com/itm/147063684943,N,,,N,N,1.99,0.0,1.99,2026-02-14,bin,False,False,,,
1991 Topps Stadium Club Members Only - Baltimore Orioles No Hitter,$1.49,$1.03,"Sold Jan 21, 2026",sigpiryno,New,https://www.ebay.com/itm/116902118564,N,,,N,N,1.49,1.03,2.52,2026-01-21,bin,False,False,,,
1993 Stadium club II Ken Griffey Jr/Darryl Strawberry Inserts-Members Only PSA 7,$8.50,$5.50,"Sold Feb 14, 2026",shamdog22,New,https://www.ebay.com/itm/298009740165,Y,PSA,7,Y,N,8.5,5.5,14.0,2026-02-14,auction,False,True,PSA,7.0,
1991 STADIUM CLUB MEMBERS ONLY #NNO RICKEY HENDERSON OAKLAND A'S,$1.75,$0.00,"Sold Feb 13, 2026",topps55,New,https://www.ebay.com/itm/277621306122,N,,,N,N,1.75,0.0,1.75,2026-02-13,bin,False,False,,,
Jeff Bagwell 1991 Stadium Club Rookie RC Members Only PSA 10 GEM MINT Astros HOF,$99.95,$4.99,"Sold Feb 13, 2026",buttamin1,New,https://www.ebay.com/itm/117013489600,Y,PSA,10,N,N,99.95,4.99,104.94,2026-02-13,bin,False,True,PSA,10.0,
1991 Stadium Club Members Only #NNO Paul Molitor,$1.99,$0.00,"Sold Feb 13, 2026",oddmerchantsvintage,New,https://www.ebay.com/itm/197416736743,N,,,N,Y,1.99,0.0,1.99,2026-02-13,bin,True,False,,,
1991 TOPPS STADIUM CLUB MEMBERS ONLY 47 BASEBALL CARDS 2 PACKS 1992 SERIES 1 &2,$4.99,$7.00,"Sold Feb 12, 2026",noah1828,New,https://www.ebay.com/itm/236620262125,N,,,Y,N,4.99,7.0,11.99,2026-02-12,auction,False,False,,2.0,47
2025 Topps - 1993 Topps Stadium Club Paul Molitor RARE BUY BACK CARD! Brewers,$20.00,$0.69,"Sold Feb 12, 2026",f3collectables,New,https://www.ebay.com/itm/389613746537,N,,,N,N,20.0,0.69,20.69,2026-02-12,bin,False,False,,,
1991 Topps Stadium Club Members Only Limited Edition Cards 20 Card Box,$10.49,$5.00,"Sold Feb 12, 2026",emttlc2kyy,New,https://www.ebay.com/itm/147133379764,N,,,N,N,10.49,5.0,15.49,2026-02-12,bin,False,False,,,20
Carlton Fisk 1991 Stadium Club Members Only White Sox MLB READ FREE SHIPPING,$0.40,$0.00,"Sold Feb 11, 2026",autographden,New,https://www.ebay.com/itm/277706155656,N,,,Y,N,0.4,0.0,0.4,2026-02-11,auction,False,False,,,
stadium club members only limited edition 1991,$22.00,$5.52,"Sold Feb 11, 2026",garyncer_0,New,https://www.ebay.com/itm/227191881850,N,,,N,Y,22.0,5.52,27.52,2026-02-11,bin,True,False,,,
Jeff Bagwell 1991 Stadium Club Members Only Astros MLB READ FREE SHIPPING,$0.16,$0.00,"Sold Feb 11, 2026",autographden,New,https://www.ebay.com/itm/277705630132,N,,,Y,N,0.16,0.0,0.16,2026-02-11,auction,False,False,,,
Nolan Ryan - 1991 Stadium Club Members Only #NNO - NR MINT - HOF,$2.00,$1.00,"Sold Feb 10, 2026",mazyhanhan,New,https://www.ebay.com/itm/286425030766,N,,,N,N,2.0,1.0,3.0,2026-02-10,bin,False,False,,,
1991 STADIUM CLUB MEMBERS ONLY #NNO RICKEY HENDERSON OAKLAND A'S,$1.75,$0.00,"Sold Feb 10, 2026",topps55,New,https://www.ebay.com/itm/236560046169,N,,,N,N,1.75,0.0,1.75,2026-02-10,bin,False,False,,,
1991 Stadium Club Members Only Cecil Fielder/Jose Canseco Oakland Athletics 🔥,$1.00,$1.32,"Sold Feb 10, 2026",actual_idiots-27,New,https://www.ebay.com/itm/147135116854,N,,,Y,N,1.0,1.32,2.32,2026-02-10,auction,False,False,,,
