title,price,sold_date,graded,grader,grade,auction,best_offer,shipping,seller,condition,item_url,image_url
1991 Upper Deck Michael Jordan #SP1 (*See Corner Pics*),$11.49,"Sold Mar 19, 2026",N,,,N,N,$1.03,jwcards777,New,https://www.ebay.com/itm/406781115192,https://i.ebayimg.com/images/g/t18AAeSwqd9puxMb/s-l500.webp
1991 Upper Deck: #SP1 Michael Jordan NM-MT OR BETTER,$23.50,"Sold Mar 19, 2026",N,,,Y,N,$4.95,gregmorrismodern,New,https://www.ebay.com/itm/366258483607,https://i.ebayimg.com/images/g/rx8AAeSw8EtprvqW/s-l500.webp
1991 Upper Deck: #SP1 Michael Jordan NM-MT OR BETTER,$40.00,"Sold Mar 19, 2026",N,,,Y,N,$4.95,gregmorrismodern,New,https://www.ebay.com/itm/366258483601,https://i.ebayimg.com/images/g/fqgAAeSwgR1prvqW/s-l500.webp
1991 Upper Deck: #SP1 Michael Jordan RC NM-MT OR BETTER,$53.00,"Sold Mar 19, 2026",N,,,Y,N,$4.95,gregmorrismodern,New,https://www.ebay.com/itm/366258483591,https://i.ebayimg.com/images/g/sBkAAeSwy85prvqW/s-l500.webp
1991 Upper Deck Michael Jordan SP1 PSA Mint 9,$92.00,"Sold Mar 19, 2026",Y,PSA,9,Y,N,$5.45,teach3jbd,New,https://www.ebay.com/itm/137123990263,https://i.ebayimg.com/images/g/BoEAAeSwytJpszH3/s-l500.webp
1991 Upper Deck MICHAEL JORDAN RC #SP1 Chicago White Sox Baseball Card (f7),$16.49,"Sold Mar 19, 2026",N,,,N,N,$1.40,start_em_low,New,https://www.ebay.com/itm/198206736739,https://i.ebayimg.com/images/g/KYIAAeSw6~tpuaMN/s-l500.webp
1991 Upper Deck #SP1 Michael Jordan PSA 7,$35.10,"Sold Mar 19, 2026",Y,PSA,7,N,Y,$5.99,lamasportscards,New,https://www.ebay.com/itm/137143219990,https://i.ebayimg.com/images/g/DA4AAeSwAYxpugot/s-l500.webp
1991 UPPER DECK #SP1 MICHAEL JORDAN BASEBALL CHICAGO WHITE SOX PSA 6 EX-MT,$17.95,"Sold Mar 19, 2026",Y,PSA,6,N,N,$7.95,vinylholics,New,https://www.ebay.com/itm/177946409396,https://i.ebayimg.com/images/g/R1YAAeSweQppsIdS/s-l500.webp
1991 Michael Jordan Upper Deck #SP1 Gem Mint 10 RC Rookie Chicago White Sox,$99.99,"Sold Mar 19, 2026",N,,,N,N,$0.00,gradedstuff,New,https://www.ebay.com/itm/137030938461,https://i.ebayimg.com/images/g/YP8AAeSwo7hpjNLs/s-l500.webp
1991 Upper Deck Michael Jordan #SP1 baseball card - Beckett 9.0,$85.00,"Sold Mar 19, 2026",N,,,N,N,$5.20,dtbrown81,New,https://www.ebay.com/itm/389510004967,https://i.ebayimg.com/images/g/8PwAAeSwknRpbP9M/s-l500.webp
1991 Upper Deck - Michael Jordan #SP1 Baseball PSA 8,$35.00,"Sold Mar 19, 2026",Y,PSA,8,Y,N,$5.07,sportscard2000,New,https://www.ebay.com/itm/147200509362,https://i.ebayimg.com/images/g/Nk4AAeSwEEtpl1fy/s-l500.webp
Michael Jordan 1991 Upper Deck SP1 PSA 9 MINT Baseball Rookie RC 🔥 JUST GRADED!,$99.99,"Sold Mar 19, 2026",Y,PSA,9,N,N,$5.45,vtballr72,New,https://www.ebay.com/itm/298137157276,https://i.ebayimg.com/images/g/N70AAeSwxONpuraO/s-l500.webp
1991 Upper Deck Baseball # SP1 Michael Jordan Chicago White Sox MLB HOF Ungraded,$20.00,"Sold Mar 19, 2026",N,,,Y,N,$1.32,travihelle-0,New,https://www.ebay.com/itm/177953184882,https://i.ebayimg.com/images/g/H~AAAeSwvShpOYt8/s-l500.webp
1991 Upper Deck #SP1 Michael Jordan Baseball Rookie Card,$22.36,"Sold Mar 19, 2026",N,,,N,N,$5.00,roadrunners111,New,https://www.ebay.com/itm/188112524413,https://i.ebayimg.com/images/g/pB8AAeSwvLpouCqC/s-l500.webp
1991 Upper Deck #SP1 Michael Jordan Baseball Rookie Not Mint E1,$17.99,"Sold Mar 19, 2026",N,,,N,Y,$0.00,jawasjunkyard,New,https://www.ebay.com/itm/227263035858,https://i.ebayimg.com/images/g/tOYAAeSwCFVpuy53/s-l500.webp
1991 Upper Deck - Short Print Michael Jordan #SP1,$17.00,"Sold Feb 15, 2026",N,,,N,Y,$0.00,coyotehobbyinc,New,https://www.ebay.com/itm/137037933609,https://i.ebayimg.com/images/g/pKEAAeSwMdJpkKDt/s-l500.webp
1991 Upper Deck Michael Jordan SP1 Short Print Insert Chicago White Sox Baseball,$16.00,"Sold Mar 19, 2026",N,,,N,N,$5.07,coocorn_0,New,https://www.ebay.com/itm/366287423881,https://i.ebayimg.com/images/g/uREAAeSwlf1puztz/s-l500.webp
1991 Upper Deck #SP1 Michael Jordan,$19.99,"Sold Mar 19, 2026",N,,,N,N,$2.00,tradingcardempire,New,https://www.ebay.com/itm/227261264653,https://i.ebayimg.com/images/g/T0gAAeSwYs9puaxe/s-l500.webp
