title,price,shipping,sold_date,seller,condition,item_url,image_url,graded,grader,grade,auction,best_offer,price_value,shipping_value,total_value,sold_date_value,listing_type,is_best_offer,is_graded,grader_norm,grade_value,card_number_guess
1991 STADIUM CLUB CHARTER MEMBERS RANDY JOHNSON MARINERS HOF PSA 10,$29.99,$5.00,"Sold Jan 20, 2026",4_sharp_corners,New,https://www.ebay.com/itm/366122577964,https://i.ebayimg.com/images/g/XgQAAeSwe6hpZtAA/s-l500.webp,Y,PSA,10,Y,N,29.99,5.0,34.99,2026-01-20,auction,False,True,PSA,10.0,
Rickey Henderson 1991 Stadium Club Members 11TH Time A.L.Theft LDR. PSA 9 HOF,$8.89,$5.95,"Sold Feb 14, 2026",curator_of_things,New,https://www.ebay.com/itm/236615062907,https://i.ebayimg.com/images/g/IggAAeSwO2BpgZiG/s-l500.webp,Y,PSA,9,Y,N,8.89,5.95,14.84,2026-02-14,auction,False,True,PSA,9.0,
1991 Stadium Club #220 Barry Bonds Near Mint or Better,$1.49,$0.99,"Sold Feb 13, 2026",junkyard_breaks,New,https://www.ebay.com/itm/267495590401,https://i.ebayimg.com/images/g/fv4AAeSwP2VpK8KF/s-l500.webp,N,,,N,N,1.49,0.99,2.48,2026-02-13,bin,False,False,,,220
1991 STADIUM CLUB CHARTER MEMBERS RICKEY HENDERSON HOF PSA 10,$49.95,$5.95,"Sold Mar 13, 2026",log4n,New,https://www.ebay.com/itm/226526828716,https://i.ebayimg.com/images/g/hIsAAOSwBi5neE5m/s-l500.webp,Y,PSA,10,N,N,49.95,5.95,55.9,2026-03-13,bin,False,True,PSA,10.0,
1991 Topps Stadium Club #220 Barry Bonds,$1.59,$0.00,"Sold Jan 3, 2026",southpaw66101,New,https://www.ebay.com/itm/116961376774,https://i.ebayimg.com/images/g/XwYAAeSwiM1pWAy6/s-l500.webp,N,,,N,Y,1.59,0.0,1.59,2026-01-03,bin,True,False,,,220
1991 Stadium Club #220 - Barry Bonds - Pittsburgh Pirates Baseball Card,$1.99,$0.00,"Sold Feb 15, 2026",beatsbroke,New,https://www.ebay.com/itm/298009826709,https://i.ebayimg.com/images/g/bGoAAeSwj6Nph21K/s-l500.webp,N,,,N,Y,1.99,0.0,1.99,2026-02-15,bin,True,False,,,220
1991 Stadium Club Charter Members 300th Win Nolan Ryan Rangers HOF PSA 9 MINT,$35.00,$4.95,"Sold Feb 11, 2026",brfreddy76,New,https://www.ebay.com/itm/267258286286,https://i.ebayimg.com/images/g/fPMAAeSweAtoLj0f/s-l500.webp,Y,PSA,9,N,N,35.0,4.95,39.95,2026-02-11,bin,False,True,PSA,9.0,
1991 STADIUM CLUB CHARTER MEMBER WAYNE GRETZKY HOF NO. 2000 PSA 10,$44.99,$5.00,"Sold Jan 11, 2026",4_sharp_corners,New,https://www.ebay.com/itm/366110367523,https://i.ebayimg.com/images/g/LagAAeSwI-tpX8aQ/s-l500.webp,Y,PSA,10,N,N,44.99,5.0,49.99,2026-01-11,bin,False,True,PSA,10.0,2000
1991 Stadium Club #151-300 Baseball Card Pick one,$1.00,$1.31,"Sold Feb 1, 2026",bono2003,New,https://www.ebay.com/itm/156591644910,https://i.ebayimg.com/images/g/-WsAAOSwCKJnYCss/s-l500.webp,N,,,N,N,1.0,1.31,2.31,2026-02-01,bin,False,False,,,151
1991 Topps Stadium Club #220 Barry Bonds,$1.69,$0.00,"Sold Dec 30, 2025",drrcards,New,https://www.ebay.com/itm/127485964496,https://i.ebayimg.com/images/g/Oq4AAeSwjIZpE~1s/s-l500.webp,N,,,N,N,1.69,0.0,1.69,2025-12-30,bin,False,False,,,220
1991 Stadium Club Charter Member #NNO Barry Sanders PSA 8,$12.99,$5.07,"Sold Jan 10, 2026",hackda-730,New,https://www.ebay.com/itm/317284244079,https://i.ebayimg.com/images/g/szUAAeSwgnFoc~gO/s-l500.webp,Y,PSA,8,N,Y,12.99,5.07,18.06,2026-01-10,bin,True,True,PSA,8.0,
1991 STADIUM CLUB CHARTER MEMBER MVP MARIO LEMIEUX HOF PSA 10,$28.00,$5.00,"Sold Jan 7, 2026",4_sharp_corners,New,https://www.ebay.com/itm/366093761413,https://i.ebayimg.com/images/g/EjMAAeSwTfhpVbqr/s-l500.webp,Y,PSA,10,Y,N,28.0,5.0,33.0,2026-01-07,auction,False,True,PSA,10.0,
1991 STADIUM CLUB CHARTER MEMBERS A.L. MVP RICKEY HENDERSON PSA 10,$45.00,$5.99,"Sold Dec 29, 2025",psa,New,https://www.ebay.com/itm/116940964967,https://i.ebayimg.com/images/g/w6cAAeSwevZpSN5i/s-l500.webp,Y,PSA,10,N,N,45.0,5.99,50.99,2025-12-29,bin,False,True,PSA,10.0,
KEN GRIFFEY JR & SR Father Son Duo 1991 Stadium Club Charter Member PSA 9 MINT,$29.66,$5.20,"Sold Mar 18, 2026",hgkards,New,https://www.ebay.com/itm/147107392548,https://i.ebayimg.com/images/g/k2MAAeSwrAdpcTYF/s-l500.webp,Y,PSA,9,N,Y,29.66,5.2,34.86,2026-03-18,bin,True,True,PSA,9.0,
1991 STADIUM CLUB CHARTER MEMBERS ERIC DAVIS REDS PSA 10,$49.99,$5.00,"Sold Feb 3, 2026",4_sharp_corners,New,https://www.ebay.com/itm/389547323164,https://i.ebayimg.com/images/g/ERAAAeSwy3JpeUGa/s-l500.webp,Y,PSA,10,Y,N,49.99,5.0,54.99,2026-02-03,auction,False,True,PSA,10.0,
1991 Topps Stadium Club Charter Member Barry Bonds #NNO Athletics,$1.25,$4.99,"Sold Mar 22, 2026",dcsports87,New,https://www.ebay.com/itm/127751928223,https://i.ebayimg.com/images/g/IxMAAeSwSEFpuYrD/s-l500.webp,N,,,Y,N,1.25,4.99,6.24,2026-03-22,auction,False,False,,,
1991 STADIUM CLUB BASEBALL PICK YOUR STAR NMMT * FREE SHIP *,$1.00,$0.00,"Sold Jan 18, 2026",cardboardlords2,New,https://www.ebay.com/itm/295664078378,https://i.ebayimg.com/images/g/n9oAAOSwjmxkSxvJ/s-l500.webp,N,,,N,N,1.0,0.0,1.0,2026-01-18,bin,False,False,,,
Barry sanders PSA 10 1991 Stadium Club Members Only,$45.00,$5.52,"Sold Jan 1, 2026",wolverine1776,New,https://www.ebay.com/itm/336370556294,https://i.ebayimg.com/images/g/0O4AAeSwp6NpVqkI/s-l500.webp,Y,PSA,10,N,N,45.0,5.52,50.52,2026-01-01,bin,False,True,PSA,10.0,
1991 Topps Stadium Club - Charter Member 50 Card Set - KEN GRIFFEY JR. - GRETZKY,$10.99,$4.95,"Sold Mar 16, 2026",nsdptch7,Brand New,https://www.ebay.com/itm/358198903359,https://i.ebayimg.com/images/g/fYcAAeSwE51ph7aU/s-l500.webp,N,,,N,N,10.99,4.95,15.94,2026-03-16,bin,False,False,,,50
1991 Topps Stadium Club Football Barry Sanders Charter Member - CGC 10 BS56,$35.00,$7.50,"Sold Dec 31, 2025",stadiumcardscomics,New,https://www.ebay.com/itm/176856979327,https://i.ebayimg.com/images/g/FLkAAeSwKZBnsOeF/s-l500.webp,Y,CGC,10,N,Y,35.0,7.5,42.5,2025-12-31,bin,True,True,CGC,10.0,
1991 Stadium Club Baseball #220 Barry Bonds,$0.99,$5.00,"Sold Mar 12, 2026",tntnorthnj,New,https://www.ebay.com/itm/206111966232,https://i.ebayimg.com/images/g/WpQAAeSw2jNpqRvu/s-l500.webp,N,,,Y,N,0.99,5.0,5.99,2026-03-12,auction,False,False,,,220
1991 TOPPS STADIUM CLUB CHARTER MEMBER-700 CLUB WAYNE GRETZKY PSA 9,$16.05,$5.99,"Sold Dec 27, 2025",psa,New,https://www.ebay.com/itm/116929861053,https://i.ebayimg.com/images/g/d8IAAeSwP8ZpQJwX/s-l500.webp,Y,PSA,9,Y,N,16.05,5.99,22.04,2025-12-27,auction,False,True,PSA,9.0,700
"1991 Stadium Club Charter Member Set w/ 50 Card Set, Ryan Medallion & keychain",$14.99,$10.00,"Sold Mar 7, 2026",basketballcsl,Brand New,https://www.ebay.com/itm/168189841677,https://i.ebayimg.com/images/g/CbgAAeSwwVVpoI5p/s-l500.webp,N,,,N,Y,14.99,10.0,24.99,2026-03-07,bin,True,False,,,50
1991 Topps Stadium Club - Barry Bonds #220,$0.25,$1.32,"Sold Feb 21, 2026",scubastevecards,New,https://www.ebay.com/itm/198107656180,https://i.ebayimg.com/images/g/j2QAAeSwvntpbBGD/s-l500.webp,N,,,Y,N,0.25,1.32,1.57,2026-02-21,auction,False,False,,,220
1991 TOPPS Stadium CLUB Charter Member Box Set with Nolan Ryan Medallion,$14.99,$8.81,"Sold Feb 12, 2026",ssien78,New,https://www.ebay.com/itm/117026477410,https://i.ebayimg.com/images/g/HyIAAeSw0bRpiMIh/s-l500.webp,N,,,N,Y,14.99,8.81,23.8,2026-02-12,bin,True,False,,,
1991 Stadium Club Charter Member #NNO Barry Sanders,$0.20,$1.50,"Sold Dec 26, 2025",footballcardgod,New,https://www.ebay.com/itm/136866717883,https://i.ebayimg.com/images/g/3TwAAeSwPYppOP2e/s-l500.webp,N,,,Y,N,0.2,1.5,1.7,2025-12-26,auction,False,False,,,
